vidName, trial , direction , samp , waittime , trialTime , frameShow , xB , yB , zB , XdistB_t1, YdistB_t1, ZdistB_t1, XdistB_t2 , YdistB_t2, ZdistB_t2, hitB_t1 , hitB_t2, yaw, pitch, roll, expTime, launchind_a, hitind_a, aHit, accuracy
right_trial21_StartToStartPt_7_8_block3.mat ,161.00000 ,  2.00000 ,152.00000 ,  1.58742 ,  4.19826 ,  1.00000 ,  0.97268 , 10.57748 ,-26.82577 ,-58.82223 , 26.30413 , 29.12348 ,-59.50559 , -2.39124 , 28.99415 ,  0.00000 ,  0.00000 ,116.70086 ,-20.45777 , 98.97408 , 27.16482 , 29.00000 , 43.00000 ,  0.00000 ,  1.00000 ,
right_trial21_StartToStartPt_7_8_block3.mat ,161.00000 ,  2.00000 ,152.00000 ,  1.58742 ,  4.19873 ,  1.00000 ,  0.97244 , 10.57733 ,-26.82512 ,-58.82247 , 26.30398 , 29.12283 ,-59.50583 , -2.39140 , 28.99350 ,  0.00000 ,  0.00000 ,116.70784 ,-20.46211 , 98.97682 , 27.16528 , 29.00000 , 43.00000 ,  0.00000 ,  1.00000 ,
right_trial21_StartToStartPt_7_8_block3.mat ,161.00000 ,  2.00000 ,152.00000 ,  1.58742 ,  4.20096 ,  1.00000 ,  0.97227 , 10.57792 ,-26.82448 ,-58.82265 , 26.30457 , 29.12218 ,-59.50601 , -2.39081 , 28.99286 ,  0.00000 ,  0.00000 ,116.71532 ,-20.46285 , 98.98086 , 27.16751 , 29.00000 , 43.00000 ,  0.00000 ,  1.00000 ,
right_trial21_StartToStartPt_7_8_block3.mat ,161.00000 ,  2.00000 ,152.00000 ,  1.58742 ,  4.20518 ,  1.00000 ,  0.97251 , 10.57736 ,-26.82449 ,-58.82241 , 26.30401 , 29.12219 ,-59.50576 , -2.39136 , 28.99287 ,  0.00000 ,  0.00000 ,116.71752 ,-20.46302 , 98.98652 , 27.17172 , 29.00000 , 43.00000 ,  0.00000 ,  1.00000 ,
right_trial21_StartToStartPt_7_8_block3.mat ,161.00000 ,  2.00000 ,152.00000 ,  1.58742 ,  4.21031 ,  2.00000 ,  0.97204 , 10.57712 ,-26.82440 ,-58.82287 , 26.30377 , 29.12210 ,-59.50623 , -2.39160 , 28.99278 ,  0.00000 ,  0.00000 ,116.71940 ,-20.46509 , 98.98885 , 27.17686 , 29.00000 , 43.00000 ,  0.00000 ,  1.00000 ,
right_trial21_StartToStartPt_7_8_block3.mat ,161.00000 ,  2.00000 ,152.00000 ,  1.58742 ,  4.21345 ,  2.00000 ,  0.97251 , 10.57738 ,-26.82393 ,-58.82240 , 26.30404 , 29.12164 ,-59.50576 , -2.39134 , 28.99231 ,  0.00000 ,  0.00000 ,116.72360 ,-20.46405 , 98.99254 , 27.17999 , 29.00000 , 43.00000 ,  0.00000 ,  1.00000 ,
right_trial21_StartToStartPt_7_8_block3.mat ,161.00000 ,  2.00000 ,152.00000 ,  1.58742 ,  4.21758 ,  2.00000 ,  0.97268 , 10.57764 ,-26.82365 ,-58.82223 , 26.30429 , 29.12136 ,-59.50559 , -2.39109 , 28.99203 ,  0.00000 ,  0.00000 ,116.72517 ,-20.46418 , 98.99567 , 27.18412 , 29.00000 , 43.00000 ,  0.00000 ,  1.00000 ,
right_trial21_StartToStartPt_7_8_block3.mat ,161.00000 ,  2.00000 ,152.00000 ,  1.58742 ,  4.22169 ,  2.00000 ,  0.97221 , 10.57710 ,-26.82373 ,-58.82270 , 26.30376 , 29.12144 ,-59.50606 , -2.39162 , 28.99211 ,  0.00000 ,  0.00000 ,116.72417 ,-20.46630 , 98.99994 , 27.18823 , 29.00000 , 43.00000 ,  0.00000 ,  1.00000 ,
right_trial21_StartToStartPt_7_8_block3.mat ,161.00000 ,  2.00000 ,152.00000 ,  1.58742 ,  4.22580 ,  2.00000 ,  0.97273 , 10.57750 ,-26.82353 ,-58.82218 , 26.30415 , 29.12124 ,-59.50554 , -2.39122 , 28.99191 ,  0.00000 ,  0.00000 ,116.72613 ,-20.46517 , 99.00549 , 27.19234 , 29.00000 , 43.00000 ,  0.00000 ,  1.00000 ,
right_trial21_StartToStartPt_7_8_block3.mat ,161.00000 ,  2.00000 ,152.00000 ,  1.58742 ,  4.23009 ,  3.00000 ,  0.97190 , 10.57765 ,-26.82349 ,-58.82301 , 26.30431 , 29.12120 ,-59.50637 , -2.39107 , 28.99187 ,  0.00000 ,  0.00000 ,116.72896 ,-20.46728 , 99.00703 , 27.19663 , 29.00000 , 43.00000 ,  0.00000 ,  1.00000 ,
