vidName, trial , direction , samp , waittime , trialTime , frameShow , xB , yB , zB , XdistB_t1, YdistB_t1, ZdistB_t1, XdistB_t2 , YdistB_t2, ZdistB_t2, hitB_t1 , hitB_t2, yaw, pitch, roll, expTime, launchind_a, hitind_a, aHit, accuracy
right_trial15_StartToStartPt_11_12_block5.mat , 41.00000 ,  2.00000 , 56.00000 ,  1.40910 ,  3.76830 ,  1.00000 ,  0.84676 , 10.34723 ,-26.89334 ,-58.71218 , 25.09544 , 30.48596 ,-59.42601 , -2.84450 , 30.12032 ,  0.00000 ,  0.00000 ,105.89578 ,-29.57495 , 99.00783 , 32.03805 , 32.00000 , 45.00000 ,  0.00000 ,  1.00000 ,
right_trial15_StartToStartPt_11_12_block5.mat , 41.00000 ,  2.00000 , 56.00000 ,  1.40910 ,  3.76854 ,  1.00000 ,  0.84873 , 10.34613 ,-26.89187 ,-58.71021 , 25.09434 , 30.48449 ,-59.42404 , -2.84560 , 30.11884 ,  0.00000 ,  0.00000 ,105.92816 ,-29.57648 , 98.95258 , 32.03829 , 32.00000 , 45.00000 ,  0.00000 ,  1.00000 ,
right_trial15_StartToStartPt_11_12_block5.mat , 41.00000 ,  2.00000 , 56.00000 ,  1.40910 ,  3.76892 ,  1.00000 ,  0.84936 , 10.34634 ,-26.89113 ,-58.70958 , 25.09455 , 30.48375 ,-59.42342 , -2.84539 , 30.11811 ,  0.00000 ,  0.00000 ,105.94442 ,-29.57829 , 98.92268 , 32.03867 , 32.00000 , 45.00000 ,  0.00000 ,  1.00000 ,
right_trial15_StartToStartPt_11_12_block5.mat , 41.00000 ,  2.00000 , 56.00000 ,  1.40910 ,  3.77307 ,  1.00000 ,  0.85138 , 10.34548 ,-26.89085 ,-58.70756 , 25.09369 , 30.48347 ,-59.42140 , -2.84626 , 30.11783 ,  0.00000 ,  0.00000 ,105.95787 ,-29.57500 , 98.89244 , 32.04282 , 32.00000 , 45.00000 ,  0.00000 ,  1.00000 ,
right_trial15_StartToStartPt_11_12_block5.mat , 41.00000 ,  2.00000 , 56.00000 ,  1.40910 ,  3.77719 ,  2.00000 ,  0.85266 , 10.34514 ,-26.89070 ,-58.70628 , 25.09335 , 30.48332 ,-59.42011 , -2.84659 , 30.11767 ,  0.00000 ,  0.00000 ,105.97042 ,-29.57397 , 98.86304 , 32.04694 , 32.00000 , 45.00000 ,  0.00000 ,  1.00000 ,
right_trial15_StartToStartPt_11_12_block5.mat , 41.00000 ,  2.00000 , 56.00000 ,  1.40910 ,  3.78146 ,  2.00000 ,  0.85369 , 10.34488 ,-26.89044 ,-58.70525 , 25.09309 , 30.48306 ,-59.41909 , -2.84685 , 30.11742 ,  0.00000 ,  0.00000 ,105.98314 ,-29.57431 , 98.83534 , 32.05121 , 32.00000 , 45.00000 ,  0.00000 ,  1.00000 ,
right_trial15_StartToStartPt_11_12_block5.mat , 41.00000 ,  2.00000 , 56.00000 ,  1.40910 ,  3.78556 ,  2.00000 ,  0.85428 , 10.34449 ,-26.89045 ,-58.70466 , 25.09270 , 30.48307 ,-59.41850 , -2.84724 , 30.11743 ,  0.00000 ,  0.00000 ,105.99516 ,-29.57480 , 98.80725 , 32.05531 , 32.00000 , 45.00000 ,  0.00000 ,  1.00000 ,
right_trial15_StartToStartPt_11_12_block5.mat , 41.00000 ,  2.00000 , 56.00000 ,  1.40910 ,  3.78971 ,  2.00000 ,  0.85595 , 10.34506 ,-26.89024 ,-58.70299 , 25.09327 , 30.48286 ,-59.41682 , -2.84667 , 30.11721 ,  0.00000 ,  0.00000 ,106.00692 ,-29.57207 , 98.78187 , 32.05946 , 32.00000 , 45.00000 ,  0.00000 ,  1.00000 ,
right_trial15_StartToStartPt_11_12_block5.mat , 41.00000 ,  2.00000 , 56.00000 ,  1.40910 ,  3.79391 ,  3.00000 ,  0.85713 , 10.34404 ,-26.89072 ,-58.70181 , 25.09225 , 30.48334 ,-59.41564 , -2.84769 , 30.11770 ,  0.00000 ,  0.00000 ,106.01390 ,-29.56993 , 98.75720 , 32.06366 , 32.00000 , 45.00000 ,  0.00000 ,  1.00000 ,
right_trial15_StartToStartPt_11_12_block5.mat , 41.00000 ,  2.00000 , 56.00000 ,  1.40910 ,  3.79806 ,  3.00000 ,  0.85748 , 10.34428 ,-26.89074 ,-58.70146 , 25.09249 , 30.48337 ,-59.41530 , -2.84745 , 30.11772 ,  0.00000 ,  0.00000 ,106.02457 ,-29.57116 , 98.73356 , 32.06781 , 32.00000 , 45.00000 ,  0.00000 ,  1.00000 ,
right_trial15_StartToStartPt_11_12_block5.mat , 41.00000 ,  2.00000 , 56.00000 ,  1.40910 ,  3.80220 ,  3.00000 ,  0.85750 , 10.34403 ,-26.89090 ,-58.70144 , 25.09224 , 30.48353 ,-59.41528 , -2.84770 , 30.11788 ,  0.00000 ,  0.00000 ,106.03193 ,-29.57257 , 98.71313 , 32.07195 , 32.00000 , 45.00000 ,  0.00000 ,  1.00000 ,
right_trial15_StartToStartPt_11_12_block5.mat , 41.00000 ,  2.00000 , 56.00000 ,  1.40910 ,  3.80645 ,  3.00000 ,  0.85876 , 10.34412 ,-26.89087 ,-58.70018 , 25.09233 , 30.48350 ,-59.41402 , -2.84761 , 30.11785 ,  0.00000 ,  0.00000 ,106.04010 ,-29.56941 , 98.69435 , 32.07620 , 32.00000 , 45.00000 ,  0.00000 ,  1.00000 ,
