trial , dir , samp , waittime , time , frame , xB , yB , zB , distB_t1, distB_t2 , hitB_t1 , hitB_t2 , XA , YA , ZA , XAsc , YAsc , ZAsc , distA_t1, distA_t2 , hitA_t1 , hitA_t2
  1.00000,   2.00000,   6.00000,   2.25498,   0.01613, 1564.00000,   0.09185,   3.65578, -10.66207,  21.81309,  21.89988,   0.00000,   0.00000,   0.00578,  -0.00017,  -0.02182, 493.70075, 718.98882,  10.02182, 515.71355, 495.12422,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.03278, 1572.00000,   0.09381,   3.65693, -10.66245,  21.81270,  21.89859,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.05918, 1578.00000,   0.09476,   3.65741, -10.66209,  21.81234,  21.89780,   0.00000,   0.00000,   0.00865,  -0.00042,  -0.03490, 493.60838, 718.99525,  10.03490, 515.75744, 495.10185,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.07653, 1582.00000,   0.09463,   3.65770, -10.66165,  21.81187,  21.89738,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.07820, 1583.00000,   0.09460,   3.65782, -10.66155,  21.81172,  21.89725,   0.00000,   0.00000,   0.00934,  -0.00085,  -0.04655, 493.58624, 719.00621,  10.04655, 515.77655, 495.10546,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.08228, 1584.00000,   0.09443,   3.65789, -10.66149,  21.81159,  21.89720,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.08659, 1585.00000,   0.09443,   3.65788, -10.66147,  21.81159,  21.89720,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.09069, 1586.00000,   0.09435,   3.65796, -10.66145,  21.81149,  21.89713,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.09505, 1587.00000,   0.09430,   3.65804, -10.66143,  21.81140,  21.89707,   0.00000,   0.00000,   0.00864,  -0.00137,  -0.05616, 493.60887, 719.01960,  10.05616, 515.77942, 495.12517,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.09902, 1588.00000,   0.09432,   3.65807, -10.66145,  21.81138,  21.89704,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
