trial , dir , samp , waittime , time , frame , xB , yB , zB , distB_t1, distB_t2 , hitB_t1 , hitB_t2 , XA , YA , ZA , XAsc , YAsc , ZAsc , distA_t1, distA_t2 , hitA_t1 , hitA_t2
  1.00000,   2.00000,   6.00000,   2.25498,   0.01657, 1906.00000,  -0.08817,   3.67715, -10.61750,  21.73470,  21.90385,   0.00000,   0.00000,   0.00578,  -0.00017,  -0.02182, 493.70075, 718.98882,  10.02182, 515.71355, 495.12422,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.03370, 1913.00000,  -0.09136,   3.67697, -10.61776,  21.73426,  21.90487,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.06062, 1920.00000,  -0.09255,   3.67744, -10.61982,  21.73446,  21.90562,   0.00000,   0.00000,   0.00865,  -0.00042,  -0.03490, 493.60838, 718.99525,  10.03490, 515.75744, 495.10185,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.07832, 1924.00000,  -0.09250,   3.67757, -10.62072,  21.73473,  21.90587,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.07987, 1925.00000,  -0.09235,   3.67755, -10.62084,  21.73483,  21.90591,   0.00000,   0.00000,   0.00934,  -0.00085,  -0.04655, 493.58624, 719.00621,  10.04655, 515.77655, 495.10546,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.08388, 1926.00000,  -0.09227,   3.67750, -10.62091,  21.73492,  21.90596,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.08798, 1927.00000,  -0.09205,   3.67762, -10.62088,  21.73485,  21.90579,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.09210, 1928.00000,  -0.09182,   3.67757, -10.62085,  21.73493,  21.90576,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.09645, 1929.00000,  -0.09173,   3.67759, -10.62076,  21.73490,  21.90569,   0.00000,   0.00000,   0.00864,  -0.00137,  -0.05616, 493.60887, 719.01960,  10.05616, 515.77942, 495.12517,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.10050, 1930.00000,  -0.09160,   3.67763, -10.62064,  21.73484,  21.90558,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.10460, 1931.00000,  -0.09160,   3.67757, -10.62047,  21.73482,  21.90555,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.10873, 1932.00000,  -0.09157,   3.67754, -10.62029,  21.73478,  21.90550,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.11290, 1933.00000,  -0.09138,   3.67741, -10.62003,  21.73483,  21.90545,   0.00000,   0.00000,   0.00599,  -0.00212,  -0.06127, 493.69423, 719.03865,  10.06127, 515.76164, 495.16960,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.11712, 1934.00000,  -0.09137,   3.67754, -10.61964,  21.73455,  21.90518,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.12139, 1935.00000,  -0.09123,   3.67744, -10.61925,  21.73451,  21.90506,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.12551, 1936.00000,  -0.09105,   3.67728, -10.61895,  21.73456,  21.90503,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.12962, 1937.00000,  -0.09098,   3.67718, -10.61868,  21.73455,  21.90499,   0.00000,   0.00000,   0.00354,  -0.00249,  -0.06335, 493.77294, 719.04820,  10.06335, 515.73795, 495.20296,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.13388, 1938.00000,  -0.09107,   3.67715, -10.61843,  21.73446,  21.90493,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.13803, 1939.00000,  -0.09080,   3.67714, -10.61817,  21.73440,  21.90476,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
