vidName, trial , direction , samp , waittime , trialTime , frameShow , xB , yB , zB , XdistB_t1, YdistB_t1, ZdistB_t1, XdistB_t2 , YdistB_t2, ZdistB_t2, hitB_t1 , hitB_t2, yaw, pitch, roll, expTime, launchind_a, hitind_a, aHit, accuracy
left_trial19_StartToStartPt_11_12_block4.mat ,  1.00000 ,  1.00000 ,123.00000 ,  1.84345 ,  4.38185 ,  1.00000 ,  0.66100 , 10.25188 ,-26.73325 ,-58.89794 , 25.00009 , 30.32588 ,-59.61178 , -2.93985 , 29.96023 ,  0.00000 ,  0.00000 ,105.57873 ,-35.22830 , 95.17628 , 34.85357 , 27.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial19_StartToStartPt_11_12_block4.mat ,  1.00000 ,  1.00000 ,123.00000 ,  1.84345 ,  4.38209 ,  1.00000 ,  0.66148 , 10.25219 ,-26.73321 ,-58.89746 , 25.00040 , 30.32583 ,-59.61129 , -2.93955 , 29.96019 ,  0.00000 ,  0.00000 ,105.58075 ,-35.22746 , 95.17752 , 34.85380 , 27.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial19_StartToStartPt_11_12_block4.mat ,  1.00000 ,  1.00000 ,123.00000 ,  1.84345 ,  4.38320 ,  1.00000 ,  0.66134 , 10.25250 ,-26.73291 ,-58.89760 , 25.00071 , 30.32554 ,-59.61144 , -2.93923 , 29.95989 ,  0.00000 ,  0.00000 ,105.58292 ,-35.22761 , 95.17942 , 34.85491 , 27.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial19_StartToStartPt_11_12_block4.mat ,  1.00000 ,  1.00000 ,123.00000 ,  1.84345 ,  4.38733 ,  1.00000 ,  0.66113 , 10.25198 ,-26.73296 ,-58.89781 , 25.00020 , 30.32559 ,-59.61164 , -2.93975 , 29.95994 ,  0.00000 ,  0.00000 ,105.58145 ,-35.22984 , 95.18250 , 34.85904 , 27.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial19_StartToStartPt_11_12_block4.mat ,  1.00000 ,  1.00000 ,123.00000 ,  1.84345 ,  4.39159 ,  1.00000 ,  0.66037 , 10.25207 ,-26.73281 ,-58.89857 , 25.00028 , 30.32543 ,-59.61240 , -2.93966 , 29.95978 ,  0.00000 ,  0.00000 ,105.58369 ,-35.23167 , 95.18418 , 34.86330 , 27.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial19_StartToStartPt_11_12_block4.mat ,  1.00000 ,  1.00000 ,123.00000 ,  1.84345 ,  4.39579 ,  1.00000 ,  0.66101 , 10.25228 ,-26.73258 ,-58.89793 , 25.00049 , 30.32520 ,-59.61177 , -2.93945 , 29.95956 ,  0.00000 ,  0.00000 ,105.58399 ,-35.22786 , 95.19000 , 34.86750 , 27.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial19_StartToStartPt_11_12_block4.mat ,  1.00000 ,  1.00000 ,123.00000 ,  1.84345 ,  4.39983 ,  1.00000 ,  0.66121 , 10.25241 ,-26.73250 ,-58.89773 , 25.00062 , 30.32513 ,-59.61157 , -2.93932 , 29.95948 ,  0.00000 ,  0.00000 ,105.58569 ,-35.22680 , 95.19262 , 34.87154 , 27.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial19_StartToStartPt_11_12_block4.mat ,  1.00000 ,  1.00000 ,123.00000 ,  1.84345 ,  4.40405 ,  1.00000 ,  0.66089 , 10.25222 ,-26.73256 ,-58.89805 , 25.00043 , 30.32518 ,-59.61189 , -2.93951 , 29.95954 ,  0.00000 ,  0.00000 ,105.58617 ,-35.22731 , 95.19660 , 34.87576 , 27.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial19_StartToStartPt_11_12_block4.mat ,  1.00000 ,  1.00000 ,123.00000 ,  1.84345 ,  4.40818 ,  1.00000 ,  0.66084 , 10.25249 ,-26.73239 ,-58.89810 , 25.00070 , 30.32501 ,-59.61194 , -2.93925 , 29.95936 ,  0.00000 ,  0.00000 ,105.58704 ,-35.22656 , 95.19982 , 34.87990 , 27.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial19_StartToStartPt_11_12_block4.mat ,  1.00000 ,  1.00000 ,123.00000 ,  1.84345 ,  4.41233 ,  1.00000 ,  0.66089 , 10.25225 ,-26.73238 ,-58.89805 , 25.00046 , 30.32501 ,-59.61189 , -2.93948 , 29.95936 ,  0.00000 ,  0.00000 ,105.58827 ,-35.22538 , 95.19989 , 34.88405 , 27.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
