vidName, trial , direction , samp , waittime , trialTime , frameShow , xB , yB , zB , XdistB_t1, YdistB_t1, ZdistB_t1, XdistB_t2 , YdistB_t2, ZdistB_t2, hitB_t1 , hitB_t2, yaw, pitch, roll, expTime, launchind_a, hitind_a, aHit, accuracy
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  3.93075 ,  1.00000 ,  1.30816 , 10.64886 ,-26.68454 ,-59.43856 , 25.25205 , 29.14351 ,-59.30559 , -2.15443 , 29.00378 ,  0.00000 ,  0.00000 , 87.81871 ,-14.17538 ,105.28523 , 36.82864 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  3.93099 ,  1.00000 ,  1.30832 , 10.64917 ,-26.68391 ,-59.43840 , 25.25236 , 29.14288 ,-59.30543 , -2.15412 , 29.00315 ,  0.00000 ,  0.00000 , 87.82112 ,-14.17427 ,105.28488 , 36.82888 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  3.93485 ,  1.00000 ,  1.30775 , 10.64971 ,-26.68327 ,-59.43897 , 25.25290 , 29.14224 ,-59.30600 , -2.15358 , 29.00251 ,  0.00000 ,  0.00000 , 87.82504 ,-14.17624 ,105.28493 , 36.83275 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  3.93911 ,  1.00000 ,  1.30731 , 10.64854 ,-26.68339 ,-59.43941 , 25.25173 , 29.14236 ,-59.30644 , -2.15475 , 29.00263 ,  0.00000 ,  0.00000 , 87.82255 ,-14.17856 ,105.28292 , 36.83700 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  3.94459 ,  1.00000 ,  1.30778 , 10.64917 ,-26.68270 ,-59.43894 , 25.25236 , 29.14167 ,-59.30597 , -2.15412 , 29.00194 ,  0.00000 ,  0.00000 , 87.82777 ,-14.17726 ,105.27921 , 36.84248 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  3.94736 ,  1.00000 ,  1.30718 , 10.64866 ,-26.68230 ,-59.43954 , 25.25185 , 29.14127 ,-59.30657 , -2.15463 , 29.00154 ,  0.00000 ,  0.00000 , 87.82813 ,-14.17765 ,105.27932 , 36.84525 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  3.95159 ,  1.00000 ,  1.30688 , 10.64859 ,-26.68192 ,-59.43984 , 25.25178 , 29.14089 ,-59.30688 , -2.15470 , 29.00116 ,  0.00000 ,  0.00000 , 87.82989 ,-14.17802 ,105.27967 , 36.84948 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  3.95572 ,  1.00000 ,  1.30648 , 10.64891 ,-26.68130 ,-59.44024 , 25.25210 , 29.14027 ,-59.30727 , -2.15438 , 29.00054 ,  0.00000 ,  0.00000 , 87.83442 ,-14.17958 ,105.27865 , 36.85361 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  3.95987 ,  1.00000 ,  1.30647 , 10.64878 ,-26.68108 ,-59.44025 , 25.25197 , 29.14005 ,-59.30728 , -2.15451 , 29.00032 ,  0.00000 ,  0.00000 , 87.83623 ,-14.17975 ,105.27652 , 36.85777 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  3.96411 ,  1.00000 ,  1.30594 , 10.64888 ,-26.68059 ,-59.44078 , 25.25207 , 29.13956 ,-59.30781 , -2.15441 , 28.99983 ,  0.00000 ,  0.00000 , 87.83772 ,-14.18117 ,105.27519 , 36.86200 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  3.96822 ,  1.00000 ,  1.30540 , 10.64886 ,-26.68018 ,-59.44132 , 25.25205 , 29.13915 ,-59.30835 , -2.15443 , 28.99942 ,  0.00000 ,  0.00000 , 87.83921 ,-14.18231 ,105.27348 , 36.86612 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  3.97235 ,  1.00000 ,  1.30517 , 10.64859 ,-26.68002 ,-59.44155 , 25.25178 , 29.13899 ,-59.30858 , -2.15470 , 28.99926 ,  0.00000 ,  0.00000 , 87.83937 ,-14.18287 ,105.27212 , 36.87025 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  3.97669 ,  1.00000 ,  1.30517 , 10.64872 ,-26.67989 ,-59.44155 , 25.25191 , 29.13886 ,-59.30859 , -2.15457 , 28.99913 ,  0.00000 ,  0.00000 , 87.84022 ,-14.18231 ,105.27174 , 36.87459 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  3.98074 ,  1.00000 ,  1.30472 , 10.64823 ,-26.67970 ,-59.44200 , 25.25142 , 29.13867 ,-59.30903 , -2.15506 , 28.99894 ,  0.00000 ,  0.00000 , 87.83849 ,-14.18366 ,105.27184 , 36.87863 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  3.98484 ,  1.00000 ,  1.30520 , 10.64813 ,-26.67969 ,-59.44152 , 25.25132 , 29.13866 ,-59.30856 , -2.15516 , 28.99892 ,  0.00000 ,  0.00000 , 87.83819 ,-14.18078 ,105.26993 , 36.88274 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  3.98911 ,  1.00000 ,  1.30449 , 10.64806 ,-26.67976 ,-59.44223 , 25.25125 , 29.13873 ,-59.30926 , -2.15523 , 28.99900 ,  0.00000 ,  0.00000 , 87.83694 ,-14.18380 ,105.27180 , 36.88700 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  3.99324 ,  1.00000 ,  1.30460 , 10.64829 ,-26.67963 ,-59.44212 , 25.25148 , 29.13860 ,-59.30915 , -2.15500 , 28.99887 ,  0.00000 ,  0.00000 , 87.83849 ,-14.18289 ,105.27114 , 36.89113 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  3.99736 ,  1.00000 ,  1.30417 , 10.64832 ,-26.67963 ,-59.44255 , 25.25152 , 29.13860 ,-59.30958 , -2.15497 , 28.99887 ,  0.00000 ,  0.00000 , 87.83849 ,-14.18263 ,105.27090 , 36.89526 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  4.00147 ,  1.00000 ,  1.30415 , 10.64829 ,-26.67970 ,-59.44257 , 25.25148 , 29.13867 ,-59.30960 , -2.15500 , 28.99894 ,  0.00000 ,  0.00000 , 87.83558 ,-14.18327 ,105.27445 , 36.89936 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  4.00572 ,  1.00000 ,  1.30442 , 10.64795 ,-26.68030 ,-59.44230 , 25.25114 , 29.13927 ,-59.30933 , -2.15534 , 28.99954 ,  0.00000 ,  0.00000 , 87.83295 ,-14.18253 ,105.27361 , 36.90361 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  4.00986 ,  1.00000 ,  1.30388 , 10.64775 ,-26.68084 ,-59.44284 , 25.25094 , 29.13981 ,-59.30987 , -2.15554 , 29.00008 ,  0.00000 ,  0.00000 , 87.83094 ,-14.18324 ,105.27525 , 36.90775 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  4.01407 ,  1.00000 ,  1.30431 , 10.64862 ,-26.68070 ,-59.44241 , 25.25181 , 29.13967 ,-59.30944 , -2.15467 , 28.99994 ,  0.00000 ,  0.00000 , 87.83231 ,-14.18228 ,105.27289 , 36.91196 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  4.01822 ,  1.00000 ,  1.30490 , 10.64866 ,-26.68102 ,-59.44182 , 25.25185 , 29.13998 ,-59.30885 , -2.15463 , 29.00025 ,  0.00000 ,  0.00000 , 87.83102 ,-14.17929 ,105.27231 , 36.91611 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial24_StartToStartPt_1_2_block2.mat , 41.00000 ,  1.00000 ,191.00000 ,  1.68204 ,  4.02234 ,  1.00000 ,  1.30439 , 10.64886 ,-26.68155 ,-59.44233 , 25.25205 , 29.14052 ,-59.30936 , -2.15443 , 29.00079 ,  0.00000 ,  0.00000 , 87.82877 ,-14.18135 ,105.27236 , 36.92024 , 28.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
