vidName, trial , direction , samp , waittime , trialTime , frameShow , xB , yB , zB , XdistB_t1, YdistB_t1, ZdistB_t1, XdistB_t2 , YdistB_t2, ZdistB_t2, hitB_t1 , hitB_t2, yaw, pitch, roll, expTime, launchind_a, hitind_a, aHit, accuracy
left_trial19_StartToStartPt_11_12_block3.mat ,  1.00000 ,  1.00000 ,122.00000 ,  1.77406 ,  4.31063 ,  1.00000 ,  0.28664 , 10.55778 ,-27.58597 ,-59.82916 , 24.41733 , 31.30195 ,-60.08310 , -3.20304 , 31.12836 ,  0.00000 ,  0.00000 , 80.03764 ,-27.25439 ,106.31709 , 21.15005 , 27.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial19_StartToStartPt_11_12_block3.mat ,  1.00000 ,  1.00000 ,122.00000 ,  1.77406 ,  4.31087 ,  1.00000 ,  0.28761 , 10.55872 ,-27.58681 ,-59.82819 , 24.41826 , 31.30279 ,-60.08213 , -3.20211 , 31.12920 ,  0.00000 ,  0.00000 , 80.04044 ,-27.25219 ,106.32149 , 21.15028 , 27.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial19_StartToStartPt_11_12_block3.mat ,  1.00000 ,  1.00000 ,122.00000 ,  1.77406 ,  4.31301 ,  1.00000 ,  0.28741 , 10.55838 ,-27.58759 ,-59.82839 , 24.41792 , 31.30356 ,-60.08233 , -3.20245 , 31.12998 ,  0.00000 ,  0.00000 , 80.03796 ,-27.25144 ,106.32764 , 21.15242 , 27.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial19_StartToStartPt_11_12_block3.mat ,  1.00000 ,  1.00000 ,122.00000 ,  1.77406 ,  4.31709 ,  1.00000 ,  0.28797 , 10.55882 ,-27.58789 ,-59.82784 , 24.41836 , 31.30386 ,-60.08178 , -3.20200 , 31.13028 ,  0.00000 ,  0.00000 , 80.04040 ,-27.24863 ,106.33009 , 21.15651 , 27.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial19_StartToStartPt_11_12_block3.mat ,  1.00000 ,  1.00000 ,122.00000 ,  1.77406 ,  4.32135 ,  2.00000 ,  0.28776 , 10.55856 ,-27.58861 ,-59.82804 , 24.41810 , 31.30458 ,-60.08198 , -3.20226 , 31.13099 ,  0.00000 ,  0.00000 , 80.03782 ,-27.25025 ,106.32926 , 21.16077 , 27.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial19_StartToStartPt_11_12_block3.mat ,  1.00000 ,  1.00000 ,122.00000 ,  1.77406 ,  4.32552 ,  2.00000 ,  0.28740 , 10.55875 ,-27.58898 ,-59.82840 , 24.41829 , 31.30496 ,-60.08235 , -3.20208 , 31.13137 ,  0.00000 ,  0.00000 , 80.03736 ,-27.25181 ,106.32449 , 21.16493 , 27.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial19_StartToStartPt_11_12_block3.mat ,  1.00000 ,  1.00000 ,122.00000 ,  1.77406 ,  4.32962 ,  2.00000 ,  0.28833 , 10.55880 ,-27.58970 ,-59.82747 , 24.41835 , 31.30568 ,-60.08141 , -3.20202 , 31.13209 ,  0.00000 ,  0.00000 , 80.03845 ,-27.25126 ,106.31578 , 21.16904 , 27.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial19_StartToStartPt_11_12_block3.mat ,  1.00000 ,  1.00000 ,122.00000 ,  1.77406 ,  4.33377 ,  2.00000 ,  0.28822 , 10.55973 ,-27.58974 ,-59.82758 , 24.41927 , 31.30571 ,-60.08152 , -3.20110 , 31.13213 ,  0.00000 ,  0.00000 , 80.04104 ,-27.25208 ,106.31361 , 21.17319 , 27.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial19_StartToStartPt_11_12_block3.mat ,  1.00000 ,  1.00000 ,122.00000 ,  1.77406 ,  4.33797 ,  3.00000 ,  0.28933 , 10.55986 ,-27.59022 ,-59.82648 , 24.41940 , 31.30620 ,-60.08042 , -3.20097 , 31.13261 ,  0.00000 ,  0.00000 , 80.03912 ,-27.24855 ,106.31191 , 21.17738 , 27.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial19_StartToStartPt_11_12_block3.mat ,  1.00000 ,  1.00000 ,122.00000 ,  1.77406 ,  4.34213 ,  3.00000 ,  0.28816 , 10.55946 ,-27.59063 ,-59.82764 , 24.41901 , 31.30660 ,-60.08159 , -3.20136 , 31.13301 ,  0.00000 ,  0.00000 , 80.03375 ,-27.25114 ,106.31602 , 21.18155 , 27.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
