trial , timeA , frameA , yA , zA , xA , yA-yt1 , zA-zt1 , xA-xt1 , yA-yt2 , zA-zt2 , xA-xt2 , hitA_t1 , hitA_t2 , hitA_final , trial , timeB , frameB , yB , zB , xB , yB-yt1 , zB-zt1 , xB-xt1 , yB-yt2 , zB-zt2 , xB-xt2 , hitB_t1 , hitB_t2 , hitB_final
  1.00000,   0.07746,  23.00000,   4.46116,  10.30053,   0.22510,  18.24299,  10.25713,   6.54572,  19.00407,  10.24052,   5.50657,   0.00000,   0.00000,   0.00000,   1.00000,   0.07746,  23.00000,   4.10481, -11.04436,   0.23979,  18.91387,   9.59858,   6.32077,  19.08289,   9.73654,   5.63090,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.08158,  24.00000,   4.46122,  10.30063,   0.22508,  18.24293,  10.25723,   6.54569,  19.00400,  10.24062,   5.50659,   0.00000,   0.00000,   0.00000,   1.00000,   0.08158,  24.00000,   4.10483, -11.04516,   0.23924,  18.91384,   9.59939,   6.32022,  19.08287,   9.73735,   5.63144,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.08584,  25.00000,   4.46132,  10.30070,   0.22513,  18.24283,  10.25730,   6.54574,  19.00391,  10.24069,   5.50654,   0.00000,   0.00000,   0.00000,   1.00000,   0.08584,  25.00000,   4.10509, -11.04572,   0.23918,  18.91359,   9.59995,   6.32016,  19.08261,   9.73791,   5.63151,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.08995,  26.00000,   4.46124,  10.30081,   0.22521,  18.24291,  10.25741,   6.54583,  19.00399,  10.24080,   5.50646,   0.00000,   0.00000,   0.00000,   1.00000,   0.08995,  26.00000,   4.10536, -11.04621,   0.23890,  18.91332,   9.60044,   6.31988,  19.08234,   9.73840,   5.63178,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.09410,  27.00000,   4.46119,  10.30091,   0.22515,  18.24296,  10.25750,   6.54577,  19.00404,  10.24089,   5.50652,   0.00000,   0.00000,   0.00000,   1.00000,   0.09410,  27.00000,   4.10559, -11.04673,   0.23838,  18.91308,   9.60095,   6.31936,  19.08211,   9.73891,   5.63230,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.09836,  28.00000,   4.46125,  10.30092,   0.22517,  18.24290,  10.25752,   6.54579,  19.00397,  10.24091,   5.50650,   0.00000,   0.00000,   0.00000,   1.00000,   0.09836,  28.00000,   4.10572, -11.04721,   0.23814,  18.91295,   9.60144,   6.31912,  19.08197,   9.73939,   5.63254,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.10248,  29.00000,   4.46123,  10.30096,   0.22522,  18.24292,  10.25755,   6.54583,  19.00399,  10.24095,   5.50645,   0.00000,   0.00000,   0.00000,   1.00000,   0.10248,  29.00000,   4.10576, -11.04767,   0.23781,  18.91291,   9.60190,   6.31879,  19.08193,   9.73986,   5.63287,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.10658,  30.00000,   4.46116,  10.30100,   0.22521,  18.24299,  10.25759,   6.54582,  19.00406,  10.24099,   5.50646,   0.00000,   0.00000,   0.00000,   1.00000,   0.10658,  30.00000,   4.10600, -11.04802,   0.23727,  18.91268,   9.60225,   6.31825,  19.08170,   9.74020,   5.63342,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.11083,  31.00000,   4.46116,  10.30101,   0.22523,  18.24299,  10.25761,   6.54584,  19.00407,  10.24100,   5.50644,   0.00000,   0.00000,   0.00000,   1.00000,   0.11083,  31.00000,   4.10581, -11.04843,   0.23704,  18.91286,   9.60265,   6.31802,  19.08189,   9.74061,   5.63364,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.11497,  32.00000,   4.46114,  10.30101,   0.22520,  18.24301,  10.25760,   6.54581,  19.00408,  10.24099,   5.50647,   0.00000,   0.00000,   0.00000,   1.00000,   0.11497,  32.00000,   4.10604, -11.04872,   0.23664,  18.91263,   9.60295,   6.31762,  19.08166,   9.74091,   5.63405,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.11910,  33.00000,   4.46119,  10.30099,   0.22519,  18.24297,  10.25758,   6.54580,  19.00404,  10.24097,   5.50648,   0.00000,   0.00000,   0.00000,   1.00000,   0.11910,  33.00000,   4.10631, -11.04890,   0.23617,  18.91236,   9.60313,   6.31715,  19.08139,   9.74109,   5.63452,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.12334,  34.00000,   4.46114,  10.30100,   0.22509,  18.24301,  10.25759,   6.54571,  19.00408,  10.24098,   5.50658,   0.00000,   0.00000,   0.00000,   1.00000,   0.12334,  34.00000,   4.10606, -11.04934,   0.23599,  18.91261,   9.60357,   6.31697,  19.08163,   9.74153,   5.63469,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.12749,  35.00000,   4.46108,  10.30098,   0.22516,  18.24307,  10.25757,   6.54577,  19.00414,  10.24096,   5.50651,   0.00000,   0.00000,   0.00000,   1.00000,   0.12749,  35.00000,   4.10590, -11.04966,   0.23571,  18.91277,   9.60389,   6.31669,  19.08180,   9.74185,   5.63497,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.13159,  36.00000,   4.46107,  10.30094,   0.22515,  18.24309,  10.25753,   6.54576,  19.00416,  10.24092,   5.50652,   0.00000,   0.00000,   0.00000,   1.00000,   0.13159,  36.00000,   4.10602, -11.04982,   0.23533,  18.91266,   9.60405,   6.31631,  19.08168,   9.74201,   5.63536,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.13583,  37.00000,   4.46116,  10.30085,   0.22520,  18.24299,  10.25744,   6.54582,  19.00406,  10.24083,   5.50646,   0.00000,   0.00000,   0.00000,   1.00000,   0.13583,  37.00000,   4.10604, -11.05005,   0.23513,  18.91264,   9.60428,   6.31611,  19.08166,   9.74224,   5.63556,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.13999,  38.00000,   4.46129,  10.30075,   0.22514,  18.24287,  10.25734,   6.54576,  19.00394,  10.24073,   5.50653,   0.00000,   0.00000,   0.00000,   1.00000,   0.13999,  38.00000,   4.10581, -11.05043,   0.23507,  18.91286,   9.60465,   6.31605,  19.08188,   9.74261,   5.63562,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.14411,  39.00000,   4.46130,  10.30068,   0.22512,  18.24285,  10.25727,   6.54574,  19.00393,  10.24066,   5.50654,   0.00000,   0.00000,   0.00000,   1.00000,   0.14411,  39.00000,   4.10592, -11.05075,   0.23488,  18.91275,   9.60497,   6.31586,  19.08177,   9.74293,   5.63580,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.14836,  40.00000,   4.46125,  10.30063,   0.22507,  18.24290,  10.25722,   6.54569,  19.00397,  10.24061,   5.50659,   0.00000,   0.00000,   0.00000,   1.00000,   0.14836,  40.00000,   4.10582, -11.05114,   0.23438,  18.91286,   9.60537,   6.31536,  19.08188,   9.74332,   5.63630,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.15246,  41.00000,   4.46126,  10.30054,   0.22504,  18.24289,  10.25713,   6.54565,  19.00397,  10.24053,   5.50663,   0.00000,   0.00000,   0.00000,   1.00000,   0.15246,  41.00000,   4.10576, -11.05127,   0.23447,  18.91292,   9.60550,   6.31545,  19.08194,   9.74346,   5.63622,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.15658,  42.00000,   4.46118,  10.30046,   0.22510,  18.24297,  10.25706,   6.54571,  19.00404,  10.24045,   5.50657,   0.00000,   0.00000,   0.00000,   1.00000,   0.15658,  42.00000,   4.10578, -11.05128,   0.23435,  18.91289,   9.60551,   6.31533,  19.08191,   9.74347,   5.63634,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.16083,  43.00000,   4.46117,  10.30035,   0.22514,  18.24298,  10.25695,   6.54576,  19.00406,  10.24034,   5.50653,   0.00000,   0.00000,   0.00000,   1.00000,   0.16083,  43.00000,   4.10572, -11.05126,   0.23441,  18.91295,   9.60548,   6.31539,  19.08198,   9.74344,   5.63628,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.16495,  44.00000,   4.46119,  10.30017,   0.22507,  18.24296,  10.25676,   6.54568,  19.00403,  10.24015,   5.50660,   0.00000,   0.00000,   0.00000,   1.00000,   0.16495,  44.00000,   4.10565, -11.05116,   0.23423,  18.91302,   9.60539,   6.31521,  19.08205,   9.74335,   5.63645,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.16910,  45.00000,   4.46108,  10.30008,   0.22508,  18.24307,  10.25667,   6.54569,  19.00414,  10.24007,   5.50659,   0.00000,   0.00000,   0.00000,   1.00000,   0.16910,  45.00000,   4.10545, -11.05107,   0.23413,  18.91322,   9.60529,   6.31511,  19.08224,   9.74325,   5.63655,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.17333,  46.00000,   4.46100,  10.29998,   0.22517,  18.24315,  10.25658,   6.54578,  19.00422,  10.23997,   5.50650,   0.00000,   0.00000,   0.00000,   1.00000,   0.17333,  46.00000,   4.10524, -11.05094,   0.23393,  18.91343,   9.60517,   6.31491,  19.08245,   9.74313,   5.63675,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.17745,  47.00000,   4.46102,  10.29986,   0.22524,  18.24313,  10.25646,   6.54585,  19.00420,  10.23985,   5.50643,   0.00000,   0.00000,   0.00000,   1.00000,   0.17745,  47.00000,   4.10517, -11.05070,   0.23375,  18.91350,   9.60493,   6.31473,  19.08253,   9.74289,   5.63694,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.18159,  48.00000,   4.46114,  10.29968,   0.22515,  18.24301,  10.25628,   6.54576,  19.00409,  10.23967,   5.50652,   0.00000,   0.00000,   0.00000,   1.00000,   0.18159,  48.00000,   4.10503, -11.05047,   0.23370,  18.91364,   9.60469,   6.31468,  19.08266,   9.74265,   5.63699,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.18583,  49.00000,   4.46122,  10.29950,   0.22522,  18.24293,  10.25609,   6.54583,  19.00400,  10.23948,   5.50645,   0.00000,   0.00000,   0.00000,   1.00000,   0.18583,  49.00000,   4.10470, -11.05023,   0.23355,  18.91397,   9.60445,   6.31453,  19.08300,   9.74241,   5.63713,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.18996,  50.00000,   4.46130,  10.29925,   0.22511,  18.24285,  10.25585,   6.54572,  19.00393,  10.23924,   5.50656,   0.00000,   0.00000,   0.00000,   1.00000,   0.18996,  50.00000,   4.10448, -11.04994,   0.23351,  18.91419,   9.60416,   6.31449,  19.08321,   9.74212,   5.63717,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.19407,  51.00000,   4.46129,  10.29910,   0.22527,  18.24286,  10.25569,   6.54588,  19.00393,  10.23908,   5.50640,   0.00000,   0.00000,   0.00000,   1.00000,   0.19407,  51.00000,   4.10404, -11.04957,   0.23354,  18.91463,   9.60380,   6.31452,  19.08366,   9.74176,   5.63715,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.19834,  52.00000,   4.46127,  10.29893,   0.22528,  18.24288,  10.25553,   6.54589,  19.00395,  10.23892,   5.50639,   0.00000,   0.00000,   0.00000,   1.00000,   0.19834,  52.00000,   4.10360, -11.04906,   0.23338,  18.91508,   9.60328,   6.31436,  19.08410,   9.74124,   5.63730,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.20248,  53.00000,   4.46117,  10.29879,   0.22532,  18.24299,  10.25538,   6.54593,  19.00406,  10.23877,   5.50635,   0.00000,   0.00000,   0.00000,   1.00000,   0.20248,  53.00000,   4.10286, -11.04870,   0.23355,  18.91581,   9.60293,   6.31453,  19.08483,   9.74089,   5.63713,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.20658,  54.00000,   4.46127,  10.29857,   0.22538,  18.24288,  10.25517,   6.54599,  19.00395,  10.23856,   5.50629,   0.00000,   0.00000,   0.00000,   1.00000,   0.20658,  54.00000,   4.10234, -11.04818,   0.23361,  18.91633,   9.60241,   6.31459,  19.08535,   9.74037,   5.63708,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.21086,  55.00000,   4.46111,  10.29852,   0.22513,  18.24304,  10.25511,   6.54575,  19.00412,  10.23850,   5.50653,   0.00000,   0.00000,   0.00000,   1.00000,   0.21086,  55.00000,   4.10166, -11.04758,   0.23410,  18.91702,   9.60180,   6.31508,  19.08604,   9.73976,   5.63658,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.21497,  56.00000,   4.46105,  10.29836,   0.22542,  18.24310,  10.25495,   6.54604,  19.00417,  10.23834,   5.50624,   0.00000,   0.00000,   0.00000,   1.00000,   0.21497,  56.00000,   4.10101, -11.04703,   0.23438,  18.91766,   9.60125,   6.31536,  19.08669,   9.73921,   5.63631,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.21911,  57.00000,   4.46107,  10.29818,   0.22528,  18.24308,  10.25477,   6.54589,  19.00416,  10.23816,   5.50639,   0.00000,   0.00000,   0.00000,   1.00000,   0.21911,  57.00000,   4.10065, -11.04635,   0.23451,  18.91802,   9.60058,   6.31549,  19.08705,   9.73854,   5.63618,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.22333,  58.00000,   4.46107,  10.29801,   0.22523,  18.24309,  10.25460,   6.54585,  19.00416,  10.23800,   5.50644,   0.00000,   0.00000,   0.00000,   1.00000,   0.22333,  58.00000,   4.10018, -11.04555,   0.23535,  18.91849,   9.59977,   6.31633,  19.08751,   9.73773,   5.63533,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.22747,  59.00000,   4.46112,  10.29786,   0.22518,  18.24303,  10.25446,   6.54580,  19.00411,  10.23785,   5.50648,   0.00000,   0.00000,   0.00000,   1.00000,   0.22747,  59.00000,   4.09977, -11.04481,   0.23586,  18.91890,   9.59904,   6.31684,  19.08792,   9.73700,   5.63482,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.23159,  60.00000,   4.46102,  10.29772,   0.22524,  18.24313,  10.25431,   6.54586,  19.00420,  10.23770,   5.50643,   0.00000,   0.00000,   0.00000,   1.00000,   0.23159,  60.00000,   4.09907, -11.04408,   0.23604,  18.91960,   9.59831,   6.31702,  19.08863,   9.73627,   5.63465,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.23587,  61.00000,   4.46096,  10.29759,   0.22522,  18.24319,  10.25418,   6.54584,  19.00427,  10.23757,   5.50645,   0.00000,   0.00000,   0.00000,   1.00000,   0.23587,  61.00000,   4.09863, -11.04328,   0.23626,  18.92004,   9.59751,   6.31724,  19.08907,   9.73547,   5.63443,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.23996,  62.00000,   4.46110,  10.29737,   0.22518,  18.24305,  10.25397,   6.54580,  19.00413,  10.23736,   5.50649,   0.00000,   0.00000,   0.00000,   1.00000,   0.23996,  62.00000,   4.09815, -11.04252,   0.23652,  18.92052,   9.59675,   6.31750,  19.08955,   9.73471,   5.63417,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.24407,  63.00000,   4.46104,  10.29727,   0.22513,  18.24312,  10.25387,   6.54574,  19.00419,  10.23726,   5.50654,   0.00000,   0.00000,   0.00000,   1.00000,   0.24407,  63.00000,   4.09783, -11.04169,   0.23669,  18.92084,   9.59592,   6.31767,  19.08986,   9.73388,   5.63400,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.24833,  64.00000,   4.46112,  10.29713,   0.22492,  18.24303,  10.25373,   6.54554,  19.00410,  10.23712,   5.50675,   0.00000,   0.00000,   0.00000,   1.00000,   0.24833,  64.00000,   4.09728, -11.04088,   0.23711,  18.92139,   9.59511,   6.31809,  19.09041,   9.73306,   5.63357,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.25247,  65.00000,   4.46113,  10.29701,   0.22503,  18.24302,  10.25361,   6.54565,  19.00410,  10.23700,   5.50664,   0.00000,   0.00000,   0.00000,   1.00000,   0.25247,  65.00000,   4.09684, -11.04006,   0.23729,  18.92183,   9.59429,   6.31827,  19.09085,   9.73225,   5.63339,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.25658,  66.00000,   4.46100,  10.29699,   0.22500,  18.24315,  10.25359,   6.54562,  19.00422,  10.23698,   5.50667,   0.00000,   0.00000,   0.00000,   1.00000,   0.25658,  66.00000,   4.09651, -11.03926,   0.23781,  18.92216,   9.59349,   6.31879,  19.09118,   9.73145,   5.63287,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.26086,  67.00000,   4.46094,  10.29694,   0.22484,  18.24322,  10.25354,   6.54545,  19.00429,  10.23693,   5.50683,   0.00000,   0.00000,   0.00000,   1.00000,   0.26086,  67.00000,   4.09618, -11.03846,   0.23806,  18.92249,   9.59268,   6.31904,  19.09152,   9.73064,   5.63263,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.26497,  68.00000,   4.46096,  10.29686,   0.22480,  18.24320,  10.25346,   6.54541,  19.00427,  10.23685,   5.50687,   0.00000,   0.00000,   0.00000,   1.00000,   0.26497,  68.00000,   4.09594, -11.03758,   0.23846,  18.92273,   9.59181,   6.31944,  19.09175,   9.72977,   5.63223,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.26909,  69.00000,   4.46094,  10.29681,   0.22493,  18.24321,  10.25341,   6.54554,  19.00429,  10.23680,   5.50674,   0.00000,   0.00000,   0.00000,   1.00000,   0.26909,  69.00000,   4.09581, -11.03670,   0.23866,  18.92286,   9.59092,   6.31964,  19.09189,   9.72888,   5.63203,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.27335,  70.00000,   4.46102,  10.29672,   0.22491,  18.24313,  10.25332,   6.54552,  19.00421,  10.23671,   5.50676,   0.00000,   0.00000,   0.00000,   1.00000,   0.27335,  70.00000,   4.09567, -11.03579,   0.23890,  18.92301,   9.59001,   6.31988,  19.09203,   9.72797,   5.63179,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.27745,  71.00000,   4.46100,  10.29668,   0.22487,  18.24315,  10.25327,   6.54549,  19.00422,  10.23667,   5.50680,   0.00000,   0.00000,   0.00000,   1.00000,   0.27745,  71.00000,   4.09558, -11.03491,   0.23915,  18.92309,   9.58914,   6.32013,  19.09212,   9.72710,   5.63154,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.28159,  72.00000,   4.46101,  10.29664,   0.22481,  18.24314,  10.25324,   6.54542,  19.00422,  10.23663,   5.50686,   0.00000,   0.00000,   0.00000,   1.00000,   0.28159,  72.00000,   4.09528, -11.03416,   0.23947,  18.92339,   9.58839,   6.32045,  19.09241,   9.72635,   5.63121,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.28585,  73.00000,   4.46098,  10.29663,   0.22489,  18.24317,  10.25322,   6.54550,  19.00424,  10.23661,   5.50678,   0.00000,   0.00000,   0.00000,   1.00000,   0.28585,  73.00000,   4.09512, -11.03344,   0.24015,  18.92355,   9.58766,   6.32113,  19.09258,   9.72562,   5.63054,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.28998,  74.00000,   4.46089,  10.29664,   0.22488,  18.24326,  10.25323,   6.54549,  19.00434,  10.23662,   5.50679,   0.00000,   0.00000,   0.00000,   1.00000,   0.28998,  74.00000,   4.09519, -11.03266,   0.24050,  18.92348,   9.58689,   6.32148,  19.09251,   9.72485,   5.63018,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.29409,  75.00000,   4.46092,  10.29662,   0.22489,  18.24323,  10.25321,   6.54551,  19.00431,  10.23661,   5.50678,   0.00000,   0.00000,   0.00000,   1.00000,   0.29409,  75.00000,   4.09508, -11.03193,   0.24112,  18.92359,   9.58616,   6.32210,  19.09261,   9.72412,   5.62957,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.29836,  76.00000,   4.46090,  10.29663,   0.22490,  18.24325,  10.25323,   6.54551,  19.00432,  10.23662,   5.50677,   0.00000,   0.00000,   0.00000,   1.00000,   0.29836,  76.00000,   4.09520, -11.03117,   0.24161,  18.92348,   9.58539,   6.32259,  19.09250,   9.72335,   5.62907,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.30247,  77.00000,   4.46097,  10.29662,   0.22494,  18.24318,  10.25322,   6.54555,  19.00425,  10.23661,   5.50673,   0.00000,   0.00000,   0.00000,   1.00000,   0.30247,  77.00000,   4.09524, -11.03049,   0.24214,  18.92343,   9.58471,   6.32312,  19.09246,   9.72267,   5.62855,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.30655,  78.00000,   4.46099,  10.29662,   0.22492,  18.24316,  10.25321,   6.54553,  19.00423,  10.23661,   5.50675,   0.00000,   0.00000,   0.00000,   1.00000,   0.30655,  78.00000,   4.09522, -11.02986,   0.24219,  18.92345,   9.58409,   6.32317,  19.09248,   9.72204,   5.62850,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.31085,  79.00000,   4.46099,  10.29666,   0.22497,  18.24316,  10.25326,   6.54559,  19.00424,  10.23665,   5.50670,   0.00000,   0.00000,   0.00000,   1.00000,   0.31085,  79.00000,   4.09522, -11.02919,   0.24254,  18.92345,   9.58342,   6.32352,  19.09247,   9.72138,   5.62814,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.31497,  80.00000,   4.46098,  10.29671,   0.22495,  18.24317,  10.25331,   6.54556,  19.00425,  10.23670,   5.50672,   0.00000,   0.00000,   0.00000,   1.00000,   0.31497,  80.00000,   4.09538, -11.02854,   0.24301,  18.92329,   9.58277,   6.32399,  19.09232,   9.72073,   5.62768,   0.00000,   0.00000,   0.00000, 
  1.00000,   0.31909,  81.00000,   4.46094,  10.29679,   0.22498,  18.24321,  10.25339,   6.54559,  19.00429,  10.23678,   5.50669,   0.00000,   0.00000,   0.00000,   1.00000,   0.31909,  81.00000,   4.09510, -11.02808,   0.24297,  18.92357,   9.58230,   6.32395,  19.09260,   9.72026,   5.62772,   0.00000,   0.00000,   0.00000, 
