vidName, trial , direction , samp , waittime , trialTime , frameShow , xB , yB , zB , XdistB_t1, YdistB_t1, ZdistB_t1, XdistB_t2 , YdistB_t2, ZdistB_t2, hitB_t1 , hitB_t2, yaw, pitch, roll, expTime, launchind_a, hitind_a, aHit, accuracy
left_trial21_StartToStartPt_1_2_block4.mat , 41.00000 ,  1.00000 ,162.00000 ,  1.62523 ,  4.13390 ,  1.00000 ,  1.24763 , 10.78212 ,-27.46862 ,-58.50148 , 25.26335 , 29.57421 ,-57.94002 , -2.21148 , 29.16235 ,  0.00000 ,  0.00000 , 95.01825 ,-22.97715 ,103.88115 , 49.97535 , 29.00000 , 42.00000 ,  0.00000 ,  1.00000 ,
left_trial21_StartToStartPt_1_2_block4.mat , 41.00000 ,  1.00000 ,162.00000 ,  1.62523 ,  4.13414 ,  1.00000 ,  1.24572 , 10.78200 ,-27.46891 ,-58.50339 , 25.26323 , 29.57450 ,-57.94193 , -2.21160 , 29.16264 ,  0.00000 ,  0.00000 , 95.01769 ,-22.97952 ,103.88617 , 49.97558 , 29.00000 , 42.00000 ,  0.00000 ,  1.00000 ,
left_trial21_StartToStartPt_1_2_block4.mat , 41.00000 ,  1.00000 ,162.00000 ,  1.62523 ,  4.13773 ,  1.00000 ,  1.24547 , 10.78262 ,-27.46884 ,-58.50364 , 25.26385 , 29.57443 ,-57.94218 , -2.21098 , 29.16257 ,  0.00000 ,  0.00000 , 95.01810 ,-22.97507 ,103.88812 , 49.97917 , 29.00000 , 42.00000 ,  0.00000 ,  1.00000 ,
left_trial21_StartToStartPt_1_2_block4.mat , 41.00000 ,  1.00000 ,162.00000 ,  1.62523 ,  4.14186 ,  1.00000 ,  1.24451 , 10.78185 ,-27.46947 ,-58.50460 , 25.26308 , 29.57506 ,-57.94314 , -2.21175 , 29.16321 ,  0.00000 ,  0.00000 , 95.01453 ,-22.97616 ,103.88415 , 49.98329 , 29.00000 , 42.00000 ,  0.00000 ,  1.00000 ,
left_trial21_StartToStartPt_1_2_block4.mat , 41.00000 ,  1.00000 ,162.00000 ,  1.62523 ,  4.14596 ,  1.00000 ,  1.24315 , 10.78256 ,-27.46961 ,-58.50596 , 25.26379 , 29.57520 ,-57.94450 , -2.21104 , 29.16335 ,  0.00000 ,  0.00000 , 95.01619 ,-22.97763 ,103.88241 , 49.98739 , 29.00000 , 42.00000 ,  0.00000 ,  1.00000 ,
left_trial21_StartToStartPt_1_2_block4.mat , 41.00000 ,  1.00000 ,162.00000 ,  1.62523 ,  4.15024 ,  2.00000 ,  1.24244 , 10.78214 ,-27.47035 ,-58.50667 , 25.26337 , 29.57594 ,-57.94521 , -2.21146 , 29.16408 ,  0.00000 ,  0.00000 , 95.01430 ,-22.97841 ,103.87838 , 49.99168 , 29.00000 , 42.00000 ,  0.00000 ,  1.00000 ,
left_trial21_StartToStartPt_1_2_block4.mat , 41.00000 ,  1.00000 ,162.00000 ,  1.62523 ,  4.15436 ,  2.00000 ,  1.24177 , 10.78259 ,-27.47070 ,-58.50735 , 25.26381 , 29.57629 ,-57.94588 , -2.21101 , 29.16443 ,  0.00000 ,  0.00000 , 95.01190 ,-22.97791 ,103.88031 , 49.99579 , 29.00000 , 42.00000 ,  0.00000 ,  1.00000 ,
left_trial21_StartToStartPt_1_2_block4.mat , 41.00000 ,  1.00000 ,162.00000 ,  1.62523 ,  4.15849 ,  2.00000 ,  1.24127 , 10.78234 ,-27.47152 ,-58.50785 , 25.26357 , 29.57711 ,-57.94638 , -2.21126 , 29.16525 ,  0.00000 ,  0.00000 , 95.00781 ,-22.97601 ,103.88432 , 49.99993 , 29.00000 , 42.00000 ,  0.00000 ,  1.00000 ,
left_trial21_StartToStartPt_1_2_block4.mat , 41.00000 ,  1.00000 ,162.00000 ,  1.62523 ,  4.16272 ,  2.00000 ,  1.24024 , 10.78256 ,-27.47184 ,-58.50888 , 25.26379 , 29.57743 ,-57.94741 , -2.21104 , 29.16558 ,  0.00000 ,  0.00000 , 95.00371 ,-22.97740 ,103.89120 , 50.00416 , 29.00000 , 42.00000 ,  0.00000 ,  1.00000 ,
left_trial21_StartToStartPt_1_2_block4.mat , 41.00000 ,  1.00000 ,162.00000 ,  1.62523 ,  4.16685 ,  3.00000 ,  1.24017 , 10.78336 ,-27.47213 ,-58.50894 , 25.26459 , 29.57772 ,-57.94748 , -2.21024 , 29.16586 ,  0.00000 ,  0.00000 , 95.00193 ,-22.97410 ,103.89701 , 50.00829 , 29.00000 , 42.00000 ,  0.00000 ,  1.00000 ,
