trial , timeA , yA , zA , xA , yoA , piA , roA , yA-yt1 , zA-zt1 , xA-xt1 , yA-yt2 , zA-zt2 , xA-xt2 , hitA_t1 , hitA_t2 , hitA_final , trial , timeB , yB , zB , xB , yoB , piB , roB , yB-yt1 , zB-zt1 , xB-xt1 , yB-yt2 , zB-zt2 , xB-xt2 , hitB_t1 , hitB_t2 , hitB_final,expTime,waitTime,instructedTarget,Endtrialtime,absTime
  1.00000,   5.26536,  14.15402,  25.22301,  -2.43801, -100.27487,  29.15466, -102.52737,  46.76980,  25.84024,  11.87791,  46.18842,  25.56706,  15.38243,   0.00000,   0.00000,   0.00000,   1.00000,   5.26536,  10.26031, -26.89551,   0.95560, 101.44115, -25.48551, 102.67738,  49.29863,  23.30288,  15.70381,  50.01247,  23.66853,  12.23613,   0.00000,   0.00000,   0.00000,   5.67687,   3.77544,   2.00000,  10.48489, 
  1.00000,   0.02165,  11.65371,  24.91007,  -1.46044, -90.81222,  18.42464, -93.07056,  49.27010,  25.52730,  12.85547,  48.68873,  25.25412,  14.40487,   0.00000,   0.00000,   0.00000,   1.00000,   0.02165,  10.29189, -26.98471,   0.90774, 103.56638, -31.08082, 107.96970,  49.26705,  23.39209,  15.65595,  49.98089,  23.75774,  12.28399,   0.00000,   0.00000,   0.00000,   9.48574,   3.77544,   2.00000,  10.48489, 
  1.00000,   0.02165,  11.65380,  24.90986,  -1.46141, -90.80980,  18.42321, -93.08141,  49.27001,  25.52710,  12.85451,  48.68863,  25.25391,  14.40583,   0.00000,   0.00000,   0.00000,   1.00000,   0.02165,  10.29168, -26.98463,   0.90818, 103.56799, -31.08036, 107.96511,  49.26726,  23.39200,  15.65639,  49.98109,  23.75765,  12.28355,   0.00000,   0.00000,   0.00000,   9.48574,   3.77544,   2.00000,  10.48489, 
  1.00000,   0.02165,  11.65416,  24.90967,  -1.46155, -90.80828,  18.42554, -93.09178,  49.26966,  25.52690,  12.85437,  48.68828,  25.25372,  14.40597,   0.00000,   0.00000,   0.00000,   1.00000,   0.02165,  10.29186, -26.98449,   0.90779, 103.56783, -31.08039, 107.96286,  49.26708,  23.39187,  15.65600,  49.98092,  23.75751,  12.28394,   0.00000,   0.00000,   0.00000,   9.48574,   3.77544,   2.00000,  10.48489, 
  1.00000,   0.02165,  11.65339,  24.90999,  -1.46213, -90.80392,  18.42573, -93.10489,  49.27042,  25.52723,  12.85379,  48.68905,  25.25404,  14.40655,   0.00000,   0.00000,   0.00000,   1.00000,   0.02165,  10.29235, -26.98423,   0.90881, 103.57186, -31.07711, 107.95893,  49.26659,  23.39161,  15.65702,  49.98042,  23.75725,  12.28292,   0.00000,   0.00000,   0.00000,   9.48574,   3.77544,   2.00000,  10.48489, 
  1.00000,   0.02165,  11.65349,  24.90986,  -1.46244, -90.80435,  18.42670, -93.11440,  49.27032,  25.52709,  12.85348,  48.68895,  25.25391,  14.40686,   0.00000,   0.00000,   0.00000,   1.00000,   0.02165,  10.29218, -26.98416,   0.90839, 103.57132, -31.07738, 107.95840,  49.26676,  23.39154,  15.65660,  49.98060,  23.75718,  12.28335,   0.00000,   0.00000,   0.00000,   9.48574,   3.77544,   2.00000,  10.48489, 
  1.00000,   0.02747,  11.65329,  24.90978,  -1.46229, -90.80329,  18.42875, -93.12244,  49.27052,  25.52702,  12.85363,  48.68915,  25.25383,  14.40672,   0.00000,   0.00000,   0.00000,   1.00000,   0.02747,  10.29253, -26.98396,   0.90892, 103.57321, -31.07579, 107.95589,  49.26641,  23.39134,  15.65713,  49.98024,  23.75699,  12.28282,   0.00000,   0.00000,   0.00000,   9.49154,   3.77544,   2.00000,  10.48489, 
  1.00000,   0.02932,  11.65348,  24.90959,  -1.46245, -90.80350,  18.43006, -93.13284,  49.27033,  25.52682,  12.85346,  48.68895,  25.25364,  14.40688,   0.00000,   0.00000,   0.00000,   1.00000,   0.02932,  10.29194, -26.98398,   0.90999, 103.57253, -31.07189, 107.95209,  49.26700,  23.39136,  15.65820,  49.98083,  23.75700,  12.28174,   0.00000,   0.00000,   0.00000,   9.49338,   3.77544,   2.00000,  10.48489, 
  1.00000,   0.03361,  11.65322,  24.90943,  -1.46332, -90.80212,  18.42828, -93.14520,  49.27060,  25.52667,  12.85260,  48.68922,  25.25348,  14.40774,   0.00000,   0.00000,   0.00000,   1.00000,   0.03361,  10.29225, -26.98392,   0.91017, 103.57491, -31.07233, 107.94426,  49.26669,  23.39130,  15.65838,  49.98052,  23.75694,  12.28157,   0.00000,   0.00000,   0.00000,   9.49767,   3.77544,   2.00000,  10.48489, 
  1.00000,   0.03773,  11.65284,  24.90926,  -1.46250, -90.80017,  18.43258, -93.15672,  49.27097,  25.52649,  12.85342,  48.68959,  25.25331,  14.40693,   0.00000,   0.00000,   0.00000,   1.00000,   0.03773,  10.29253, -26.98368,   0.90995, 103.57707, -31.07409, 107.93718,  49.26641,  23.39106,  15.65816,  49.98025,  23.75670,  12.28178,   0.00000,   0.00000,   0.00000,   9.50179,   3.77544,   2.00000,  10.48489, 
