vidName, trial , direction , samp , waittime , trialTime , frameShow , xB , yB , zB , XdistB_t1, YdistB_t1, ZdistB_t1, XdistB_t2 , YdistB_t2, ZdistB_t2, hitB_t1 , hitB_t2, yaw, pitch, roll, expTime, launchind_a, hitind_a, aHit, accuracy
left_trial13_StartToStartPt_1_2_block3.mat ,121.00000 ,  1.00000 , 41.00000 ,  1.67141 ,  4.19929 ,  1.00000 ,  1.20244 , 10.59811 ,-26.27249 ,-59.54428 , 25.20130 , 28.73146 ,-59.41131 , -2.20518 , 28.59173 ,  0.00000 ,  0.00000 , 97.47195 ,-19.65163 , 99.11503 , 24.59854 , 29.00000 , 42.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_1_2_block3.mat ,121.00000 ,  1.00000 , 41.00000 ,  1.67141 ,  4.20003 ,  1.00000 ,  1.20175 , 10.59956 ,-26.27335 ,-59.54496 , 25.20275 , 28.73232 ,-59.41200 , -2.20373 , 28.59259 ,  0.00000 ,  0.00000 , 97.40667 ,-19.63535 , 99.15777 , 24.59927 , 29.00000 , 42.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_1_2_block3.mat ,121.00000 ,  1.00000 , 41.00000 ,  1.67141 ,  4.20296 ,  1.00000 ,  1.20216 , 10.60006 ,-26.27357 ,-59.54456 , 25.20325 , 28.73254 ,-59.41159 , -2.20323 , 28.59281 ,  0.00000 ,  0.00000 , 97.38737 ,-19.62944 , 99.17049 , 24.60221 , 29.00000 , 42.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_1_2_block3.mat ,121.00000 ,  1.00000 , 41.00000 ,  1.67141 ,  4.21905 ,  2.00000 ,  1.20180 , 10.59987 ,-26.27379 ,-59.54492 , 25.20306 , 28.73276 ,-59.41195 , -2.20342 , 28.59303 ,  0.00000 ,  0.00000 , 97.34190 ,-19.61776 , 99.19877 , 24.61826 , 29.00000 , 42.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_1_2_block3.mat ,121.00000 ,  1.00000 , 41.00000 ,  1.67141 ,  4.21929 ,  2.00000 ,  1.20187 , 10.60031 ,-26.27362 ,-59.54485 , 25.20350 , 28.73259 ,-59.41188 , -2.20298 , 28.59286 ,  0.00000 ,  0.00000 , 97.33564 ,-19.61763 , 99.20072 , 24.61851 , 29.00000 , 42.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_1_2_block3.mat ,121.00000 ,  1.00000 , 41.00000 ,  1.67141 ,  4.22353 ,  2.00000 ,  1.20224 , 10.59993 ,-26.27338 ,-59.54448 , 25.20312 , 28.73235 ,-59.41152 , -2.20336 , 28.59262 ,  0.00000 ,  0.00000 , 97.33106 ,-19.61620 , 99.20258 , 24.62275 , 29.00000 , 42.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_1_2_block3.mat ,121.00000 ,  1.00000 , 41.00000 ,  1.67141 ,  4.22771 ,  2.00000 ,  1.20264 , 10.59969 ,-26.27323 ,-59.54408 , 25.20288 , 28.73220 ,-59.41111 , -2.20360 , 28.59247 ,  0.00000 ,  0.00000 , 97.33064 ,-19.61545 , 99.20222 , 24.62693 , 29.00000 , 42.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_1_2_block3.mat ,121.00000 ,  1.00000 , 41.00000 ,  1.67141 ,  4.23181 ,  2.00000 ,  1.20146 , 10.59896 ,-26.27337 ,-59.54526 , 25.20215 , 28.73234 ,-59.41229 , -2.20433 , 28.59261 ,  0.00000 ,  0.00000 , 97.33126 ,-19.62124 , 99.20432 , 24.63102 , 29.00000 , 42.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_1_2_block3.mat ,121.00000 ,  1.00000 , 41.00000 ,  1.67141 ,  4.23604 ,  3.00000 ,  1.20174 , 10.59936 ,-26.27278 ,-59.54498 , 25.20255 , 28.73175 ,-59.41201 , -2.20393 , 28.59202 ,  0.00000 ,  0.00000 , 97.33942 ,-19.62104 , 99.20486 , 24.63526 , 29.00000 , 42.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_1_2_block3.mat ,121.00000 ,  1.00000 , 41.00000 ,  1.67141 ,  4.24018 ,  3.00000 ,  1.20211 , 10.59859 ,-26.27255 ,-59.54461 , 25.20178 , 28.73152 ,-59.41164 , -2.20470 , 28.59179 ,  0.00000 ,  0.00000 , 97.34506 ,-19.62030 , 99.20615 , 24.63939 , 29.00000 , 42.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_1_2_block3.mat ,121.00000 ,  1.00000 , 41.00000 ,  1.67141 ,  4.24429 ,  3.00000 ,  1.20280 , 10.59810 ,-26.27197 ,-59.54392 , 25.20129 , 28.73094 ,-59.41095 , -2.20519 , 28.59121 ,  0.00000 ,  0.00000 , 97.35088 ,-19.61859 , 99.20673 , 24.64351 , 29.00000 , 42.00000 ,  0.00000 ,  1.00000 ,
