trial , dir , samp , waittime , time , frame , xB , yB , zB , distB_t1, distB_t2 , hitB_t1 , hitB_t2 , XA , YA , ZA , XAsc , YAsc , ZAsc , distA_t1, distA_t2 , hitA_t1 , hitA_t2
  1.00000,   2.00000,   6.00000,   2.25498,   0.03144, 1672.00000,   0.35153,   3.83254,  -7.87662,  21.42941,  21.15227,   0.00000,   0.00000,   0.00578,  -0.00017,  -0.02182, 497.68887, 714.00244,  10.02182, 520.90544, 496.38160,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.04818, 1680.00000,   0.35136,   3.83260,  -7.87662,  21.42931,  21.15225,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.07472, 1686.00000,   0.35140,   3.83256,  -7.87675,  21.42939,  21.15232,   0.00000,   0.00000,   0.00865,  -0.00042,  -0.03490, 497.59639, 714.00892,  10.03490, 520.94854, 496.35857,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.09361, 1691.00000,   0.35159,   3.83291,  -7.87695,  21.42918,  21.15201,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.09768, 1692.00000,   0.35158,   3.83296,  -7.87697,  21.42914,  21.15198,   0.00000,   0.00000,   0.00934,  -0.00085,  -0.04655, 497.57422, 714.01996,  10.04655, 520.96756, 496.36205,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.10196, 1693.00000,   0.35162,   3.83294,  -7.87700,  21.42918,  21.15200,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.10625, 1694.00000,   0.35159,   3.83291,  -7.87702,  21.42920,  21.15204,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.11021, 1695.00000,   0.35158,   3.83287,  -7.87703,  21.42924,  21.15208,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.11442, 1696.00000,   0.35153,   3.83285,  -7.87702,  21.42924,  21.15210,   0.00000,   0.00000,   0.00864,  -0.00137,  -0.05616, 497.59688, 714.03344,  10.05616, 520.97080, 496.38200,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.11854, 1697.00000,   0.35151,   3.83280,  -7.87703,  21.42929,  21.15216,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.12279, 1698.00000,   0.35150,   3.83273,  -7.87703,  21.42934,  21.15222,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.12678, 1699.00000,   0.35136,   3.83271,  -7.87702,  21.42933,  21.15228,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.13107, 1700.00000,   0.35128,   3.83266,  -7.87703,  21.42936,  21.15234,   0.00000,   0.00000,   0.00599,  -0.00212,  -0.06127, 497.68234, 714.05264,  10.06127, 520.95403, 496.42718,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.13521, 1701.00000,   0.35128,   3.83263,  -7.87704,  21.42939,  21.15238,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.13931, 1702.00000,   0.35115,   3.83264,  -7.87705,  21.42935,  21.15240,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.14356, 1703.00000,   0.35109,   3.83268,  -7.87706,  21.42930,  21.15238,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.14774, 1704.00000,   0.35101,   3.83277,  -7.87707,  21.42920,  21.15232,   0.00000,   0.00000,   0.00354,  -0.00249,  -0.06335, 497.76114, 714.06226,  10.06335, 520.93118, 496.46118,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.15179, 1705.00000,   0.35102,   3.83284,  -7.87710,  21.42915,  21.15226,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.15609, 1706.00000,   0.35099,   3.83289,  -7.87713,  21.42911,  21.15224,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.16017, 1707.00000,   0.35095,   3.83301,  -7.87716,  21.42899,  21.15214,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.16435, 1708.00000,   0.35093,   3.83306,  -7.87723,  21.42897,  21.15212,   0.00000,   0.00000,   0.00210,  -0.00288,  -0.06285, 497.80748, 714.07233,  10.06285, 520.92179, 496.48537,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.16853, 1709.00000,   0.35089,   3.83311,  -7.87728,  21.42892,  21.15210,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.17271, 1710.00000,   0.35087,   3.83313,  -7.87733,  21.42891,  21.15210,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.17679, 1711.00000,   0.35089,   3.83314,  -7.87736,  21.42892,  21.15210,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.18109, 1712.00000,   0.35091,   3.83315,  -7.87738,  21.42892,  21.15209,   0.00000,   0.00000,   0.00255,  -0.00304,  -0.06095, 497.79320, 714.07656,  10.06095, 520.93140, 496.48487,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.18520, 1713.00000,   0.35085,   3.83316,  -7.87740,  21.42891,  21.15210,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.18929, 1714.00000,   0.35083,   3.83314,  -7.87743,  21.42893,  21.15213,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.19355, 1715.00000,   0.35082,   3.83316,  -7.87742,  21.42890,  21.15211,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
