trial , dir , samp , waittime , time , frame , xB , yB , zB , distB_t1, distB_t2 , hitB_t1 , hitB_t2 , XA , YA , ZA , XAsc , YAsc , ZAsc , distA_t1, distA_t2 , hitA_t1 , hitA_t2
  1.00000,   2.00000,   6.00000,   2.25498,   0.03746, 1506.00000,  -0.40434,   3.79047, -11.53568,  21.99209,  22.05046,   0.00000,   0.00000,   0.00578,  -0.00017,  -0.02182, 480.70559, 708.98053,  10.02182, 537.42731, 526.79378,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.05401, 1514.00000,  -0.40371,   3.79045, -11.53556,  21.99220,  22.05028,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.08050, 1520.00000,  -0.40335,   3.79061, -11.53546,  21.99209,  22.05001,   0.00000,   0.00000,   0.00865,  -0.00042,  -0.03490, 480.60708, 708.98729,  10.03490, 537.47315, 526.76750,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.09775, 1524.00000,  -0.40318,   3.79072, -11.53541,  21.99201,  22.04985,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.09935, 1525.00000,  -0.40320,   3.79067, -11.53537,  21.99204,  22.04988,   0.00000,   0.00000,   0.00934,  -0.00085,  -0.04655, 480.58347, 708.99881,  10.04655, 537.49320, 526.77054,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.10341, 1526.00000,  -0.40320,   3.79064, -11.53533,  21.99204,  22.04988,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.10767, 1527.00000,  -0.40318,   3.79058, -11.53528,  21.99207,  22.04991,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.11179, 1528.00000,  -0.40308,   3.79055, -11.53527,  21.99211,  22.04990,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.11597, 1529.00000,  -0.40305,   3.79054, -11.53523,  21.99212,  22.04990,   0.00000,   0.00000,   0.00864,  -0.00137,  -0.05616, 480.60761, 709.01288,  10.05616, 537.49636, 526.79182,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.12012, 1530.00000,  -0.40308,   3.79047, -11.53519,  21.99216,  22.04995,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.12425, 1531.00000,  -0.40314,   3.79063, -11.53509,  21.99195,  22.04977,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.12837, 1532.00000,  -0.40313,   3.79062, -11.53503,  21.99194,  22.04975,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.13270, 1533.00000,  -0.40304,   3.79055, -11.53500,  21.99200,  22.04977,   0.00000,   0.00000,   0.00599,  -0.00212,  -0.06127, 480.69863, 709.03290,  10.06127, 537.47805, 526.84088,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.13676, 1534.00000,  -0.40310,   3.79055, -11.53494,  21.99196,  22.04976,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
