vidName, trial , direction , samp , waittime , trialTime , frameShow , xB , yB , zB , XdistB_t1, YdistB_t1, ZdistB_t1, XdistB_t2 , YdistB_t2, ZdistB_t2, hitB_t1 , hitB_t2, yaw, pitch, roll, expTime, launchind_a, hitind_a, aHit, accuracy
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.57313 ,  1.00000 ,  0.17719 , 10.72268 ,-26.78979 ,-59.56663 , 26.17517 , 29.17994 ,-60.11046 , -2.09727 , 29.00255 ,  0.00000 ,  0.00000 ,102.20700 ,  6.75629 , 99.85346 , 28.50178 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.57338 ,  1.00000 ,  0.17745 , 10.72361 ,-26.78927 ,-59.56637 , 26.17610 , 29.17941 ,-60.11020 , -2.09633 , 29.00202 ,  0.00000 ,  0.00000 ,102.20827 ,  6.74166 , 99.80839 , 28.50202 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.57568 ,  1.00000 ,  0.17877 , 10.72381 ,-26.78913 ,-59.56505 , 26.17629 , 29.17928 ,-60.10888 , -2.09614 , 29.00189 ,  0.00000 ,  0.00000 ,102.20379 ,  6.72795 , 99.75687 , 28.50433 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.57980 ,  1.00000 ,  0.17928 , 10.72391 ,-26.78919 ,-59.56454 , 26.17640 , 29.17933 ,-60.10837 , -2.09603 , 29.00195 ,  0.00000 ,  0.00000 ,102.19734 ,  6.70900 , 99.70021 , 28.50845 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.58402 ,  1.00000 ,  0.18065 , 10.72393 ,-26.78908 ,-59.56317 , 26.17642 , 29.17923 ,-60.10700 , -2.09601 , 29.00184 ,  0.00000 ,  0.00000 ,102.18904 ,  6.69203 , 99.63693 , 28.51267 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.58816 ,  1.00000 ,  0.18313 , 10.72493 ,-26.78871 ,-59.56069 , 26.17742 , 29.17885 ,-60.10452 , -2.09501 , 29.00146 ,  0.00000 ,  0.00000 ,102.18385 ,  6.67614 , 99.56538 , 28.51680 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.59229 ,  1.00000 ,  0.18376 , 10.72443 ,-26.78927 ,-59.56006 , 26.17691 , 29.17941 ,-60.10389 , -2.09552 , 29.00202 ,  0.00000 ,  0.00000 ,102.17071 ,  6.65386 , 99.48697 , 28.52094 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.59656 ,  1.00000 ,  0.18504 , 10.72579 ,-26.78904 ,-59.55878 , 26.17828 , 29.17918 ,-60.10260 , -2.09416 , 29.00180 ,  0.00000 ,  0.00000 ,102.16228 ,  6.62942 , 99.39697 , 28.52520 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.60065 ,  1.00000 ,  0.18751 , 10.72610 ,-26.78919 ,-59.55631 , 26.17858 , 29.17934 ,-60.10014 , -2.09385 , 29.00195 ,  0.00000 ,  0.00000 ,102.14956 ,  6.60640 , 99.29841 , 28.52929 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.60480 ,  1.00000 ,  0.18932 , 10.72614 ,-26.78983 ,-59.55450 , 26.17863 , 29.17998 ,-60.09833 , -2.09380 , 29.00259 ,  0.00000 ,  0.00000 ,102.13188 ,  6.58140 , 99.19542 , 28.53344 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.60902 ,  1.00000 ,  0.19063 , 10.72625 ,-26.79034 ,-59.55319 , 26.17873 , 29.18049 ,-60.09702 , -2.09370 , 29.00310 ,  0.00000 ,  0.00000 ,102.11199 ,  6.55389 , 99.08932 , 28.53767 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.61318 ,  1.00000 ,  0.19297 , 10.72791 ,-26.79020 ,-59.55085 , 26.18040 , 29.18034 ,-60.09468 , -2.09203 , 29.00295 ,  0.00000 ,  0.00000 ,102.09579 ,  6.52744 , 98.97870 , 28.54183 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.61730 ,  1.00000 ,  0.19423 , 10.72804 ,-26.79085 ,-59.54959 , 26.18052 , 29.18099 ,-60.09342 , -2.09191 , 29.00361 ,  0.00000 ,  0.00000 ,102.07343 ,  6.49901 , 98.86957 , 28.54595 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.62156 ,  1.00000 ,  0.19724 , 10.72832 ,-26.79123 ,-59.54658 , 26.18081 , 29.18138 ,-60.09041 , -2.09163 , 29.00399 ,  0.00000 ,  0.00000 ,102.05003 ,  6.47422 , 98.75990 , 28.55021 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.62568 ,  1.00000 ,  0.19937 , 10.72888 ,-26.79168 ,-59.54445 , 26.18136 , 29.18183 ,-60.08828 , -2.09107 , 29.00444 ,  0.00000 ,  0.00000 ,102.02837 ,  6.44492 , 98.65019 , 28.55433 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.62981 ,  1.00000 ,  0.20110 , 10.73017 ,-26.79191 ,-59.54272 , 26.18266 , 29.18206 ,-60.08655 , -2.08977 , 29.00467 ,  0.00000 ,  0.00000 ,102.00880 ,  6.41399 , 98.54034 , 28.55846 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.63403 ,  1.00000 ,  0.20423 , 10.72976 ,-26.79255 ,-59.53959 , 26.18225 , 29.18269 ,-60.08342 , -2.09018 , 29.00531 ,  0.00000 ,  0.00000 ,101.98458 ,  6.38447 , 98.42420 , 28.56267 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.63819 ,  1.00000 ,  0.20615 , 10.73144 ,-26.79234 ,-59.53767 , 26.18393 , 29.18249 ,-60.08149 , -2.08851 , 29.00510 ,  0.00000 ,  0.00000 ,101.96826 ,  6.35111 , 98.30708 , 28.56683 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.64230 ,  1.00000 ,  0.20911 , 10.73169 ,-26.79282 ,-59.53471 , 26.18417 , 29.18296 ,-60.07854 , -2.08826 , 29.00558 ,  0.00000 ,  0.00000 ,101.94710 ,  6.31956 , 98.18761 , 28.57095 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.64655 ,  1.00000 ,  0.21101 , 10.73244 ,-26.79300 ,-59.53281 , 26.18492 , 29.18314 ,-60.07663 , -2.08751 , 29.00576 ,  0.00000 ,  0.00000 ,101.92960 ,  6.28736 , 98.07280 , 28.57519 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.65137 ,  1.00000 ,  0.21324 , 10.73314 ,-26.79304 ,-59.53058 , 26.18562 , 29.18318 ,-60.07441 , -2.08681 , 29.00580 ,  0.00000 ,  0.00000 ,101.91233 ,  6.25768 , 97.96355 , 28.58002 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.65481 ,  1.00000 ,  0.21512 , 10.73372 ,-26.79304 ,-59.52870 , 26.18621 , 29.18319 ,-60.07252 , -2.08622 , 29.00580 ,  0.00000 ,  0.00000 ,101.89693 ,  6.22910 , 97.86147 , 28.58346 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.65902 ,  1.00000 ,  0.21719 , 10.73388 ,-26.79329 ,-59.52663 , 26.18637 , 29.18343 ,-60.07046 , -2.08606 , 29.00605 ,  0.00000 ,  0.00000 ,101.88210 ,  6.20285 , 97.76738 , 28.58767 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.66317 ,  1.00000 ,  0.21844 , 10.73478 ,-26.79292 ,-59.52538 , 26.18727 , 29.18307 ,-60.06921 , -2.08516 , 29.00568 ,  0.00000 ,  0.00000 ,101.87254 ,  6.17566 , 97.67984 , 28.59182 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.66796 ,  1.00000 ,  0.22042 , 10.73457 ,-26.79321 ,-59.52341 , 26.18705 , 29.18335 ,-60.06723 , -2.08538 , 29.00596 ,  0.00000 ,  0.00000 ,101.85957 ,  6.15347 , 97.59850 , 28.59661 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.67155 ,  1.00000 ,  0.22136 , 10.73540 ,-26.79259 ,-59.52246 , 26.18788 , 29.18273 ,-60.06629 , -2.08455 , 29.00535 ,  0.00000 ,  0.00000 ,101.85333 ,  6.13013 , 97.52287 , 28.60020 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.67567 ,  1.00000 ,  0.22223 , 10.73548 ,-26.79258 ,-59.52159 , 26.18796 , 29.18272 ,-60.06542 , -2.08447 , 29.00534 ,  0.00000 ,  0.00000 ,101.84515 ,  6.10856 , 97.45624 , 28.60431 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.67981 ,  1.00000 ,  0.22389 , 10.73537 ,-26.79237 ,-59.51993 , 26.18786 , 29.18251 ,-60.06376 , -2.08458 , 29.00512 ,  0.00000 ,  0.00000 ,101.83768 ,  6.08999 , 97.39293 , 28.60845 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.68470 ,  1.00000 ,  0.22425 , 10.73622 ,-26.79174 ,-59.51957 , 26.18871 , 29.18189 ,-60.06339 , -2.08372 , 29.00450 ,  0.00000 ,  0.00000 ,101.83420 ,  6.06920 , 97.33321 , 28.61334 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.68815 ,  1.00000 ,  0.22522 , 10.73608 ,-26.79163 ,-59.51860 , 26.18856 , 29.18177 ,-60.06243 , -2.08387 , 29.00438 ,  0.00000 ,  0.00000 ,101.82674 ,  6.05295 , 97.27959 , 28.61679 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.69230 ,  1.00000 ,  0.22673 , 10.73636 ,-26.79123 ,-59.51709 , 26.18884 , 29.18138 ,-60.06091 , -2.08359 , 29.00399 ,  0.00000 ,  0.00000 ,101.82220 ,  6.04109 , 97.23491 , 28.62094 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.69654 ,  1.00000 ,  0.22551 , 10.73664 ,-26.79096 ,-59.51831 , 26.18912 , 29.18110 ,-60.06214 , -2.08331 , 29.00372 ,  0.00000 ,  0.00000 ,101.81781 ,  6.02312 , 97.19850 , 28.62518 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.70136 ,  1.00000 ,  0.22768 , 10.73677 ,-26.79069 ,-59.51614 , 26.18925 , 29.18084 ,-60.05997 , -2.08318 , 29.00345 ,  0.00000 ,  0.00000 ,101.81366 ,  6.01742 , 97.16396 , 28.63000 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.70481 ,  1.00000 ,  0.22709 , 10.73672 ,-26.79080 ,-59.51673 , 26.18920 , 29.18095 ,-60.06056 , -2.08323 , 29.00356 ,  0.00000 ,  0.00000 ,101.80882 ,  6.00459 , 97.13299 , 28.63346 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.70902 ,  1.00000 ,  0.22739 , 10.73724 ,-26.79077 ,-59.51643 , 26.18973 , 29.18091 ,-60.06025 , -2.08270 , 29.00353 ,  0.00000 ,  0.00000 ,101.80525 ,  5.99574 , 97.10233 , 28.63766 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.71318 ,  1.00000 ,  0.22833 , 10.73701 ,-26.79112 ,-59.51549 , 26.18949 , 29.18126 ,-60.05932 , -2.08294 , 29.00388 ,  0.00000 ,  0.00000 ,101.79797 ,  5.98825 , 97.07263 , 28.64182 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.71848 ,  1.00000 ,  0.22869 , 10.73762 ,-26.79103 ,-59.51513 , 26.19010 , 29.18118 ,-60.05895 , -2.08233 , 29.00379 ,  0.00000 ,  0.00000 ,101.79335 ,  5.97714 , 97.04029 , 28.64715 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.72179 ,  1.00000 ,  0.22980 , 10.73707 ,-26.79144 ,-59.51402 , 26.18956 , 29.18158 ,-60.05785 , -2.08288 , 29.00419 ,  0.00000 ,  0.00000 ,101.78216 ,  5.96981 , 97.00432 , 28.65043 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
left_trial20_StartToStartPt_3_4_block1.mat ,161.00000 ,  1.00000 ,153.00000 ,  1.96681 ,  4.72579 ,  1.00000 ,  0.22957 , 10.73753 ,-26.79187 ,-59.51425 , 26.19002 , 29.18202 ,-60.05808 , -2.08241 , 29.00463 ,  0.00000 ,  0.00000 ,101.77457 ,  5.95703 , 96.96772 , 28.65446 , 27.00000 , 41.00000 ,  0.00000 ,  1.00000 ,
