trial , timeA , yA , zA , xA , yoA , piA , roA , yA-yt1 , zA-zt1 , xA-xt1 , yA-yt2 , zA-zt2 , xA-xt2 , hitA_t1 , hitA_t2 , hitA_final , trial , timeB , yB , zB , xB , yoB , piB , roB , yB-yt1 , zB-zt1 , xB-xt1 , yB-yt2 , zB-zt2 , xB-xt2 , hitB_t1 , hitB_t2 , hitB_final,expTime,waitTime,instructedTarget,Endtrialtime,absTime
  1.00000,   3.43733,  13.23459,  25.30068,  -1.47213, -97.05106,  22.82141, -88.33578,  47.25833,  24.23928,  12.27305,  47.08153,  24.00585,  14.64696,   0.00000,   0.00000,   0.00000,   1.00000,   3.43733,  10.89211, -27.37381,   1.30427,  90.50391, -16.93387, 102.25327,  48.85700,  25.26822,  15.78550,  48.29554,  25.68008,  11.68933,   0.00000,   0.00000,   0.00000,   3.72346,   2.36528,   2.00000,   7.11146, 
  1.00000,   0.00410,  11.12293,  25.59552,  -2.21055, -88.83295,  22.83540, -92.64725,  49.36999,  24.53412,  11.53463,  49.19319,  24.30069,  15.38538,   0.00000,   0.00000,   0.00000,   1.00000,   0.00410,  10.62462, -26.80457,   1.06474, 100.74866, -15.01026,  97.72738,  49.12450,  24.69898,  15.54597,  48.56303,  25.11084,  11.92886,   0.00000,   0.00000,   0.00000,   6.10270,   2.36528,   2.00000,   7.11146, 
  1.00000,   0.00839,  11.12352,  25.59611,  -2.21052, -88.83242,  22.83706, -92.65923,  49.36940,  24.53472,  11.53466,  49.19260,  24.30128,  15.38536,   0.00000,   0.00000,   0.00000,   1.00000,   0.00839,  10.62422, -26.80447,   1.06566, 100.76611, -15.00552,  97.71866,  49.12489,  24.69888,  15.54689,  48.56343,  25.11074,  11.92794,   0.00000,   0.00000,   0.00000,   6.10698,   2.36528,   2.00000,   7.11146, 
  1.00000,   0.01249,  11.12330,  25.59673,  -2.21063, -88.82957,  22.83853, -92.66784,  49.36962,  24.53533,  11.53455,  49.19282,  24.30190,  15.38546,   0.00000,   0.00000,   0.00000,   1.00000,   0.01249,  10.62362, -26.80458,   1.06564, 100.78087, -15.00629,  97.70737,  49.12550,  24.69899,  15.54687,  48.56404,  25.11085,  11.92796,   0.00000,   0.00000,   0.00000,   6.11108,   2.36528,   2.00000,   7.11146, 
  1.00000,   0.01661,  11.12371,  25.59698,  -2.21053, -88.82795,  22.83803, -92.67033,  49.36921,  24.53559,  11.53465,  49.19241,  24.30215,  15.38536,   0.00000,   0.00000,   0.00000,   1.00000,   0.01661,  10.62421, -26.80402,   1.06634, 100.79789, -15.00685,  97.69429,  49.12491,  24.69843,  15.54757,  48.56345,  25.11029,  11.92726,   0.00000,   0.00000,   0.00000,   6.11520,   2.36528,   2.00000,   7.11146, 
  1.00000,   0.02084,  11.12374,  25.59731,  -2.21096, -88.82496,  22.83651, -92.66912,  49.36918,  24.53592,  11.53422,  49.19238,  24.30248,  15.38579,   0.00000,   0.00000,   0.00000,   1.00000,   0.02084,  10.62315, -26.80427,   1.06600, 100.80512, -15.01146,  97.68523,  49.12597,  24.69868,  15.54723,  48.56450,  25.11054,  11.92760,   0.00000,   0.00000,   0.00000,   6.11943,   2.36528,   2.00000,   7.11146, 
  1.00000,   0.02493,  11.12363,  25.59790,  -2.20961, -88.82256,  22.84040, -92.66743,  49.36929,  24.53651,  11.53557,  49.19249,  24.30307,  15.38444,   0.00000,   0.00000,   0.00000,   1.00000,   0.02493,  10.62314, -26.80375,   1.06757, 100.81315, -15.00997,  97.67777,  49.12598,  24.69816,  15.54880,  48.56451,  25.11002,  11.92603,   0.00000,   0.00000,   0.00000,   6.12352,   2.36528,   2.00000,   7.11146, 
  1.00000,   0.02894,  11.12408,  25.59797,  -2.21003, -88.82390,  22.83938, -92.67137,  49.36884,  24.53658,  11.53515,  49.19204,  24.30314,  15.38487,   0.00000,   0.00000,   0.00000,   1.00000,   0.02894,  10.62306, -26.80344,   1.06775, 100.81997, -15.01375,  97.66390,  49.12605,  24.69785,  15.54898,  48.56459,  25.10970,  11.92585,   0.00000,   0.00000,   0.00000,   6.12751,   2.36528,   2.00000,   7.11146, 
  1.00000,   0.03322,  11.12353,  25.59872,  -2.21071, -88.82244,  22.83841, -92.67905,  49.36939,  24.53733,  11.53447,  49.19259,  24.30389,  15.38554,   0.00000,   0.00000,   0.00000,   1.00000,   0.03322,  10.62240, -26.80311,   1.06918, 100.82167, -15.01206,  97.64664,  49.12671,  24.69752,  15.55041,  48.56525,  25.10938,  11.92442,   0.00000,   0.00000,   0.00000,   6.13179,   2.36528,   2.00000,   7.11146, 
  1.00000,   0.03734,  11.12357,  25.59907,  -2.21075, -88.82310,  22.83936, -92.68533,  49.36935,  24.53768,  11.53443,  49.19255,  24.30424,  15.38559,   0.00000,   0.00000,   0.00000,   1.00000,   0.03734,  10.62167, -26.80288,   1.06934, 100.82499, -15.01492,  97.63008,  49.12745,  24.69729,  15.55057,  48.56599,  25.10915,  11.92426,   0.00000,   0.00000,   0.00000,   6.13592,   2.36528,   2.00000,   7.11146, 
