trial , dir , samp , waittime , time , frame , xB , yB , zB , distB_t1, distB_t2 , hitB_t1 , hitB_t2 , XA , YA , ZA , XAsc , YAsc , ZAsc , distA_t1, distA_t2 , hitA_t1 , hitA_t2
  1.00000,   2.00000,   6.00000,   2.25498,   0.01687, 3942.00000,  -0.19631,   3.91896, -11.45907,  21.67965,  21.74791,   0.00000,   0.00000,   0.00578,  -0.00017,  -0.02182, 498.74735, 721.01029,  10.02182, 520.08892, 492.61379,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.04379, 3952.00000,  -0.18601,   3.91076, -11.46010,  21.68945,  21.75287,   0.00000,   0.00000,   0.00865,  -0.00042,  -0.03490, 498.65540, 721.01675,  10.03490, 520.13148, 492.59066,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.06153, 3956.00000,  -0.18270,   3.90876, -11.45991,  21.69181,  21.75368,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.08888, 3963.00000,  -0.18008,   3.90677, -11.45848,  21.69346,  21.75409,   0.00000,   0.00000,   0.00934,  -0.00085,  -0.04655, 498.63337, 721.02774,  10.04655, 520.15035, 492.59407,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.09117, 3964.00000,  -0.17982,   3.90662, -11.45803,  21.69345,  21.75396,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.09521, 3965.00000,  -0.17965,   3.90656, -11.45757,  21.69333,  21.75376,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.09950, 3966.00000,  -0.17920,   3.90621, -11.45706,  21.69350,  21.75371,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.10361, 3967.00000,  -0.17938,   3.90596, -11.45664,  21.69349,  21.75378,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.10771, 3968.00000,  -0.17900,   3.90570, -11.45615,  21.69357,  21.75368,   0.00000,   0.00000,   0.00864,  -0.00137,  -0.05616, 498.65589, 721.04117,  10.05616, 520.15369, 492.61397,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.11201, 3969.00000,  -0.17876,   3.90573, -11.45562,  21.69336,  21.75336,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.11608, 3970.00000,  -0.17879,   3.90553, -11.45518,  21.69333,  21.75334,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.12019, 3971.00000,  -0.17831,   3.90537, -11.45471,  21.69336,  21.75314,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.12450, 3972.00000,  -0.17818,   3.90523, -11.45425,  21.69330,  21.75302,   0.00000,   0.00000,   0.00599,  -0.00212,  -0.06127, 498.74085, 721.06029,  10.06127, 520.13736, 492.65912,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.12859, 3973.00000,  -0.17846,   3.90502, -11.45393,  21.69328,  21.75312,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.13274, 3974.00000,  -0.17828,   3.90523, -11.45354,  21.69296,  21.75272,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.13692, 3975.00000,  -0.17821,   3.90528, -11.45326,  21.69280,  21.75253,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.14111, 3976.00000,  -0.17800,   3.90538, -11.45291,  21.69260,  21.75224,   0.00000,   0.00000,   0.00354,  -0.00249,  -0.06335, 498.81919, 721.06986,  10.06335, 520.11493, 492.69313,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.14519, 3977.00000,  -0.17773,   3.90549, -11.45265,  21.69245,  21.75196,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.14949, 3978.00000,  -0.17780,   3.90576, -11.45236,  21.69207,  21.75162,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.15359, 3979.00000,  -0.17781,   3.90608, -11.45203,  21.69164,  21.75119,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.15770, 3980.00000,  -0.17755,   3.90623, -11.45168,  21.69142,  21.75084,   0.00000,   0.00000,   0.00210,  -0.00288,  -0.06285, 498.86526, 721.07989,  10.06285, 520.10578, 492.71729,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.16197, 3981.00000,  -0.17741,   3.90665, -11.45130,  21.69091,  21.75027,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
