trial , dir , samp , waittime , time , frame , xB , yB , zB , distB_t1, distB_t2 , hitB_t1 , hitB_t2 , XA , YA , ZA , XAsc , YAsc , ZAsc , distA_t1, distA_t2 , hitA_t1 , hitA_t2
  1.00000,   2.00000,   6.00000,   2.25498,   0.01654, 1849.00000,   0.10559,   3.62739,  -7.96975,  21.58751,  21.42888,   0.00000,   0.00000,   0.00578,  -0.00017,  -0.02182, 497.68887, 714.00244,  10.02182, 520.90544, 496.38160,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.03373, 1856.00000,   0.10628,   3.62748,  -7.96993,  21.58763,  21.42868,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.06133, 1863.00000,   0.10674,   3.62761,  -7.97052,  21.58781,  21.42863,   0.00000,   0.00000,   0.00865,  -0.00042,  -0.03490, 497.59639, 714.00892,  10.03490, 520.94854, 496.35857,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.07915, 1867.00000,   0.10666,   3.62784,  -7.97099,  21.58772,  21.42859,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.08076, 1868.00000,   0.10668,   3.62791,  -7.97117,  21.58771,  21.42857,   0.00000,   0.00000,   0.00934,  -0.00085,  -0.04655, 497.57422, 714.01996,  10.04655, 520.96756, 496.36205,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.08376, 1869.00000,   0.10659,   3.62797,  -7.97134,  21.58769,  21.42860,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.08785, 1870.00000,   0.10655,   3.62811,  -7.97134,  21.58755,  21.42847,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.09198, 1871.00000,   0.10653,   3.62812,  -7.97129,  21.58752,  21.42846,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.09625, 1872.00000,   0.10654,   3.62818,  -7.97121,  21.58745,  21.42838,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.10042, 1873.00000,   0.10656,   3.62824,  -7.97115,  21.58737,  21.42830,   0.00000,   0.00000,   0.00864,  -0.00137,  -0.05616, 497.59688, 714.03344,  10.05616, 520.97080, 496.38200,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.10449, 1874.00000,   0.10662,   3.62830,  -7.97108,  21.58731,  21.42820,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.10877, 1875.00000,   0.10668,   3.62837,  -7.97100,  21.58724,  21.42810,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.11295, 1876.00000,   0.10682,   3.62839,  -7.97089,  21.58722,  21.42802,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.11704, 1877.00000,   0.10696,   3.62834,  -7.97076,  21.58725,  21.42798,   0.00000,   0.00000,   0.00599,  -0.00212,  -0.06127, 497.68234, 714.05264,  10.06127, 520.95403, 496.42718,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.12128, 1878.00000,   0.10710,   3.62829,  -7.97056,  21.58727,  21.42793,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.12535, 1879.00000,   0.10734,   3.62823,  -7.97030,  21.58731,  21.42785,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.12954, 1880.00000,   0.10768,   3.62810,  -7.97006,  21.58744,  21.42782,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.13384, 1881.00000,   0.10799,   3.62791,  -7.96983,  21.58762,  21.42785,   0.00000,   0.00000,   0.00354,  -0.00249,  -0.06335, 497.76114, 714.06226,  10.06335, 520.93118, 496.46118,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.13789, 1882.00000,   0.10832,   3.62778,  -7.96959,  21.58774,  21.42781,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.14204, 1883.00000,   0.10865,   3.62768,  -7.96933,  21.58783,  21.42774,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
