trial , dir , samp , waittime , time , frame , xB , yB , zB , distB_t1, distB_t2 , hitB_t1 , hitB_t2 , XA , YA , ZA , XAsc , YAsc , ZAsc , distA_t1, distA_t2 , hitA_t1 , hitA_t2
  1.00000,   2.00000,   6.00000,   2.25498,   0.03174, 2024.00000,  -0.07988,   3.59185, -10.55896,  22.61292,  22.46015,   0.00000,   0.00000,   0.00578,  -0.00017,  -0.02182, 503.08967, 714.99866,  10.02182, 514.24013, 489.23923,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.04850, 2032.00000,  -0.07959,   3.59170, -10.55900,  22.61313,  22.46022,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.07591, 2038.00000,  -0.08041,   3.59119, -10.55764,  22.61286,  22.46031,   0.00000,   0.00000,   0.00865,  -0.00042,  -0.03490, 502.99781, 715.00505,  10.03490, 514.28364, 489.21675,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.09344, 2042.00000,  -0.08135,   3.59083, -10.55715,  22.61279,  22.46064,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.09508, 2043.00000,  -0.08138,   3.59091, -10.55708,  22.61268,  22.46054,   0.00000,   0.00000,   0.00934,  -0.00085,  -0.04655, 502.97579, 715.01593,  10.04655, 514.30259, 489.22025,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.09829, 2044.00000,  -0.08150,   3.59088, -10.55710,  22.61269,  22.46061,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.10234, 2045.00000,  -0.08153,   3.59084, -10.55714,  22.61273,  22.46067,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.10664, 2046.00000,  -0.08170,   3.59084, -10.55719,  22.61272,  22.46073,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.11161, 2047.00000,  -0.08171,   3.59080, -10.55726,  22.61278,  22.46079,   0.00000,   0.00000,   0.00864,  -0.00137,  -0.05616, 502.99830, 715.02921,  10.05616, 514.30547, 489.23987,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.11489, 2048.00000,  -0.08172,   3.59079, -10.55738,  22.61283,  22.46085,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
