trial , dir , samp , waittime , time , frame , xB , yB , zB , distB_t1, distB_t2 , hitB_t1 , hitB_t2 , XA , YA , ZA , XAsc , YAsc , ZAsc , distA_t1, distA_t2 , hitA_t1 , hitA_t2
  1.00000,   2.00000,   6.00000,   3.50507,   0.01622, 1613.00000,  -0.30517,   3.64996, -10.49022,  22.48645,  22.43362,   0.00000,   0.00000,   0.00578,  -0.00017,  -0.02182, 503.08967, 714.99866,  10.02182, 514.24013, 489.23923,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   3.50507,   0.03284, 1621.00000,  -0.30538,   3.65017, -10.48993,  22.48610,  22.43336,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   3.50507,   0.06493, 1628.00000,  -0.30501,   3.65010, -10.48975,  22.48617,  22.43327,   0.00000,   0.00000,   0.00865,  -0.00042,  -0.03490, 502.99781, 715.00505,  10.03490, 514.28364, 489.21675,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   3.50507,   0.08361, 1633.00000,  -0.30482,   3.64983, -10.48937,  22.48629,  22.43330,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   3.50507,   0.08686, 1634.00000,  -0.30484,   3.64977, -10.48930,  22.48631,  22.43333,   0.00000,   0.00000,   0.00934,  -0.00085,  -0.04655, 502.97579, 715.01593,  10.04655, 514.30259, 489.22025,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   3.50507,   0.09097, 1635.00000,  -0.30501,   3.64972, -10.48924,  22.48630,  22.43339,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   3.50507,   0.09520, 1636.00000,  -0.30505,   3.64980, -10.48916,  22.48618,  22.43330,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   3.50507,   0.09932, 1637.00000,  -0.30503,   3.64981, -10.48908,  22.48614,  22.43325,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   3.50507,   0.10351, 1638.00000,  -0.30508,   3.64980, -10.48901,  22.48612,  22.43325,   0.00000,   0.00000,   0.00864,  -0.00137,  -0.05616, 502.99830, 715.02921,  10.05616, 514.30547, 489.23987,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   3.50507,   0.10769, 1639.00000,  -0.30505,   3.64978, -10.48895,  22.48612,  22.43323,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   3.50507,   0.11181, 1640.00000,  -0.30506,   3.64990, -10.48884,  22.48597,  22.43308,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   3.50507,   0.11594, 1641.00000,  -0.30521,   3.64991, -10.48875,  22.48589,  22.43307,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   3.50507,   0.12025, 1642.00000,  -0.30538,   3.64987, -10.48868,  22.48586,  22.43312,   0.00000,   0.00000,   0.00599,  -0.00212,  -0.06127, 503.08318, 715.04812,  10.06127, 514.28790, 489.28422,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   3.50507,   0.12432, 1643.00000,  -0.30540,   3.64986, -10.48861,  22.48584,  22.43311,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
