trial , timeA , yA , zA , xA , yoA , piA , roA , yA-yt1 , zA-zt1 , xA-xt1 , yA-yt2 , zA-zt2 , xA-xt2 , hitA_t1 , hitA_t2 , hitA_final , trial , timeB , yB , zB , xB , yoB , piB , roB , yB-yt1 , zB-zt1 , xB-xt1 , yB-yt2 , zB-zt2 , xB-xt2 , hitB_t1 , hitB_t2 , hitB_final,expTime,waitTime,instructedTarget,Endtrialtime,absTime
  1.00000,   0.13179,  11.18811,  24.99712,  -2.21144, -89.75305,  24.84643, -91.52119,  49.64087,  24.16285,  13.01954,  49.36118,  23.86110,  15.87988,   0.00000,   0.00000,   0.00000,   1.00000,   0.13179,  10.59192, -26.84314,   0.72059,  87.20951, -33.17986, 106.99186,  50.49242,  24.18340,  14.72757,  50.17849,  24.77081,  12.58584,   0.00000,   0.00000,   0.00000,   6.84596,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.13598,  11.18814,  24.99724,  -2.21182, -89.75549,  24.84304, -91.50986,  49.64084,  24.16297,  13.01916,  49.36115,  23.86122,  15.88026,   0.00000,   0.00000,   0.00000,   1.00000,   0.13598,  10.59186, -26.84283,   0.72095,  87.22616, -33.17608, 106.99751,  50.49247,  24.18309,  14.72793,  50.17855,  24.77050,  12.58548,   0.00000,   0.00000,   0.00000,   6.85015,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.14022,  11.18858,  24.99734,  -2.21109, -89.75862,  24.84304, -91.49639,  49.64040,  24.16307,  13.01989,  49.36071,  23.86132,  15.87953,   0.00000,   0.00000,   0.00000,   1.00000,   0.14022,  10.59263, -26.84199,   0.72136,  87.24332, -33.17175, 107.00442,  50.49170,  24.18225,  14.72834,  50.17778,  24.76966,  12.58507,   0.00000,   0.00000,   0.00000,   6.85439,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.14445,  11.18839,  24.99745,  -2.21127, -89.76051,  24.83873, -91.48284,  49.64059,  24.16318,  13.01971,  49.36091,  23.86143,  15.87971,   0.00000,   0.00000,   0.00000,   1.00000,   0.14445,  10.59264, -26.84158,   0.72092,  87.25422, -33.16845, 107.01518,  50.49169,  24.18183,  14.72790,  50.17777,  24.76924,  12.58550,   0.00000,   0.00000,   0.00000,   6.85863,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.14858,  11.18787,  24.99758,  -2.21129, -89.76174,  24.83590, -91.46871,  49.64111,  24.16331,  13.01969,  49.36142,  23.86156,  15.87973,   0.00000,   0.00000,   0.00000,   1.00000,   0.14858,  10.59274, -26.84121,   0.72053,  87.26315, -33.16696, 107.02209,  50.49159,  24.18146,  14.72751,  50.17766,  24.76887,  12.58589,   0.00000,   0.00000,   0.00000,   6.86275,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.15266,  11.18815,  24.99741,  -2.21086, -89.76434,  24.83377, -91.44897,  49.64083,  24.16314,  13.02012,  49.36114,  23.86139,  15.87930,   0.00000,   0.00000,   0.00000,   1.00000,   0.15266,  10.59284, -26.84081,   0.72051,  87.27207, -33.16562, 107.02641,  50.49149,  24.18107,  14.72749,  50.17757,  24.76848,  12.58591,   0.00000,   0.00000,   0.00000,   6.86683,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.15680,  11.18816,  24.99733,  -2.21075, -89.76363,  24.83072, -91.43098,  49.64082,  24.16306,  13.02023,  49.36113,  23.86131,  15.87919,   0.00000,   0.00000,   0.00000,   1.00000,   0.15680,  10.59274, -26.84024,   0.72067,  87.28188, -33.16421, 107.03012,  50.49159,  24.18049,  14.72765,  50.17767,  24.76790,  12.58576,   0.00000,   0.00000,   0.00000,   6.87097,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.16098,  11.18851,  24.99714,  -2.20987, -89.76309,  24.83139, -91.42245,  49.64047,  24.16286,  13.02111,  49.36079,  23.86111,  15.87831,   0.00000,   0.00000,   0.00000,   1.00000,   0.16098,  10.59299, -26.83999,   0.72092,  87.29559, -33.16176, 107.03179,  50.49134,  24.18024,  14.72790,  50.17742,  24.76765,  12.58551,   0.00000,   0.00000,   0.00000,   6.87515,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.16510,  11.18806,  24.99709,  -2.21126, -89.76022,  24.82781, -91.43098,  49.64092,  24.16282,  13.01972,  49.36123,  23.86107,  15.87970,   0.00000,   0.00000,   0.00000,   1.00000,   0.16510,  10.59311, -26.83974,   0.72055,  87.30957, -33.16301, 107.03281,  50.49122,  24.18000,  14.72753,  50.17730,  24.76741,  12.58588,   0.00000,   0.00000,   0.00000,   6.87928,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.16935,  11.18859,  24.99677,  -2.21097, -89.76069,  24.82851, -91.44301,  49.64039,  24.16250,  13.02001,  49.36071,  23.86075,  15.87941,   0.00000,   0.00000,   0.00000,   1.00000,   0.16935,  10.59354, -26.83933,   0.72060,  87.32435, -33.16352, 107.03219,  50.49079,  24.17959,  14.72758,  50.17687,  24.76700,  12.58583,   0.00000,   0.00000,   0.00000,   6.88352,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.17348,  11.18807,  24.99693,  -2.21004, -89.75541,  24.83248, -91.45156,  49.64091,  24.16266,  13.02094,  49.36123,  23.86091,  15.87849,   0.00000,   0.00000,   0.00000,   1.00000,   0.17348,  10.59350, -26.83932,   0.72073,  87.33224, -33.16304, 107.03487,  50.49083,  24.17958,  14.72771,  50.17691,  24.76699,  12.58570,   0.00000,   0.00000,   0.00000,   6.88765,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.17759,  11.18801,  24.99662,  -2.21117, -89.75410,  24.82797, -91.45753,  49.64097,  24.16235,  13.01981,  49.36128,  23.86060,  15.87961,   0.00000,   0.00000,   0.00000,   1.00000,   0.17759,  10.59374, -26.83901,   0.72058,  87.33656, -33.16224, 107.03957,  50.49059,  24.17927,  14.72756,  50.17667,  24.76668,  12.58585,   0.00000,   0.00000,   0.00000,   6.89176,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.18180,  11.18805,  24.99621,  -2.21116, -89.75321,  24.82776, -91.45834,  49.64093,  24.16194,  13.01982,  49.36124,  23.86019,  15.87961,   0.00000,   0.00000,   0.00000,   1.00000,   0.18180,  10.59322, -26.83917,   0.72077,  87.33537, -33.16291, 107.04023,  50.49111,  24.17942,  14.72776,  50.17719,  24.76683,  12.58565,   0.00000,   0.00000,   0.00000,   6.89597,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.18596,  11.18790,  24.99599,  -2.21205, -89.75129,  24.82392, -91.45963,  49.64108,  24.16171,  13.01893,  49.36139,  23.85996,  15.88049,   0.00000,   0.00000,   0.00000,   1.00000,   0.18596,  10.59289, -26.83944,   0.72103,  87.33504, -33.16392, 107.03572,  50.49145,  24.17969,  14.72801,  50.17752,  24.76710,  12.58540,   0.00000,   0.00000,   0.00000,   6.90013,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.19009,  11.18773,  24.99588,  -2.21151, -89.74904,  24.82553, -91.46245,  49.64125,  24.16160,  13.01947,  49.36157,  23.85985,  15.87995,   0.00000,   0.00000,   0.00000,   1.00000,   0.19009,  10.59359, -26.83932,   0.72132,  87.33942, -33.16499, 107.03033,  50.49074,  24.17958,  14.72830,  50.17682,  24.76699,  12.58511,   0.00000,   0.00000,   0.00000,   6.90426,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.19434,  11.18770,  24.99560,  -2.21178, -89.74828,  24.82397, -91.47174,  49.64128,  24.16133,  13.01920,  49.36160,  23.85958,  15.88022,   0.00000,   0.00000,   0.00000,   1.00000,   0.19434,  10.59304, -26.83973,   0.72071,  87.33886, -33.17011, 107.02636,  50.49129,  24.17999,  14.72769,  50.17737,  24.76740,  12.58572,   0.00000,   0.00000,   0.00000,   6.90851,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.19847,  11.18761,  24.99528,  -2.21224, -89.74851,  24.82476, -91.49044,  49.64137,  24.16101,  13.01874,  49.36168,  23.85926,  15.88069,   0.00000,   0.00000,   0.00000,   1.00000,   0.19847,  10.59421, -26.83960,   0.72108,  87.34506, -33.17375, 107.02210,  50.49012,  24.17985,  14.72806,  50.17620,  24.76726,  12.58534,   0.00000,   0.00000,   0.00000,   6.91264,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.20260,  11.18754,  24.99512,  -2.21282, -89.74677,  24.82552, -91.50737,  49.64144,  24.16084,  13.01816,  49.36175,  23.85909,  15.88126,   0.00000,   0.00000,   0.00000,   1.00000,   0.20260,  10.59404, -26.83993,   0.72064,  87.34066, -33.17725, 107.02628,  50.49029,  24.18019,  14.72762,  50.17637,  24.76759,  12.58579,   0.00000,   0.00000,   0.00000,   6.91677,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.20680,  11.18757,  24.99483,  -2.21299, -89.74520,  24.82536, -91.52206,  49.64141,  24.16056,  13.01799,  49.36173,  23.85881,  15.88143,   0.00000,   0.00000,   0.00000,   1.00000,   0.20680,  10.59423, -26.84015,   0.72049,  87.33179, -33.17770, 107.03822,  50.49010,  24.18041,  14.72747,  50.17618,  24.76782,  12.58594,   0.00000,   0.00000,   0.00000,   6.92097,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.21098,  11.18752,  24.99450,  -2.21315, -89.74447,  24.82520, -91.53333,  49.64146,  24.16023,  13.01783,  49.36178,  23.85848,  15.88159,   0.00000,   0.00000,   0.00000,   1.00000,   0.21098,  10.59434, -26.84032,   0.72021,  87.31873, -33.17963, 107.04961,  50.49000,  24.18058,  14.72719,  50.17607,  24.76799,  12.58621,   0.00000,   0.00000,   0.00000,   6.92515,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.21510,  11.18721,  24.99442,  -2.21337, -89.74242,  24.82427, -91.54074,  49.64177,  24.16015,  13.01761,  49.36208,  23.85840,  15.88182,   0.00000,   0.00000,   0.00000,   1.00000,   0.21510,  10.59478, -26.84091,   0.72037,  87.30553, -33.18120, 107.05478,  50.48955,  24.18117,  14.72735,  50.17563,  24.76858,  12.58606,   0.00000,   0.00000,   0.00000,   6.92928,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.21922,  11.18760,  24.99379,  -2.21342, -89.74670,  24.82474, -91.54890,  49.64138,  24.15952,  13.01756,  49.36169,  23.85777,  15.88187,   0.00000,   0.00000,   0.00000,   1.00000,   0.21922,  10.59454, -26.84155,   0.71967,  87.29242, -33.18576, 107.05949,  50.48979,  24.18181,  14.72666,  50.17587,  24.76922,  12.58675,   0.00000,   0.00000,   0.00000,   6.93339,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.22347,  11.18718,  24.99362,  -2.21396, -89.74827,  24.82238, -91.55418,  49.64180,  24.15935,  13.01702,  49.36212,  23.85760,  15.88240,   0.00000,   0.00000,   0.00000,   1.00000,   0.22347,  10.59494, -26.84180,   0.71929,  87.28405, -33.18776, 107.06797,  50.48939,  24.18206,  14.72627,  50.17546,  24.76947,  12.58714,   0.00000,   0.00000,   0.00000,   6.93764,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.22758,  11.18690,  24.99347,  -2.21334, -89.75095,  24.82383, -91.55608,  49.64207,  24.15920,  13.01764,  49.36239,  23.85745,  15.88178,   0.00000,   0.00000,   0.00000,   1.00000,   0.22758,  10.59531, -26.84229,   0.71865,  87.27789, -33.18932, 107.08050,  50.48902,  24.18255,  14.72563,  50.17510,  24.76996,  12.58778,   0.00000,   0.00000,   0.00000,   6.94175,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.23180,  11.18705,  24.99312,  -2.21388, -89.75644,  24.82237, -91.55954,  49.64193,  24.15884,  13.01710,  49.36225,  23.85709,  15.88233,   0.00000,   0.00000,   0.00000,   1.00000,   0.23180,  10.59589, -26.84247,   0.71733,  87.27238, -33.19199, 107.09669,  50.48844,  24.18272,  14.72431,  50.17451,  24.77013,  12.58909,   0.00000,   0.00000,   0.00000,   6.94597,   3.87886,   1.00000,   7.83275, 
  1.00000,   0.23595,  11.18675,  24.99277,  -2.21390, -89.76208,  24.82074, -91.56188,  49.64223,  24.15850,  13.01708,  49.36255,  23.85675,  15.88234,   0.00000,   0.00000,   0.00000,   1.00000,   0.23595,  10.59563, -26.84286,   0.71688,  87.26339, -33.19133, 107.11594,  50.48871,  24.18312,  14.72386,  50.17478,  24.77053,  12.58954,   0.00000,   0.00000,   0.00000,   6.95013,   3.87886,   1.00000,   7.83275, 
