vidName, trial , direction , samp , waittime , trialTime , frameShow , xB , yB , zB , XdistB_t1, YdistB_t1, ZdistB_t1, XdistB_t2 , YdistB_t2, ZdistB_t2, hitB_t1 , hitB_t2, yaw, pitch, roll, expTime, launchind_a, hitind_a, aHit, accuracy
right_trial11_StartToStartPt_1_2_block4.mat , 81.00000 ,  2.00000 , 14.00000 ,  1.75663 ,  4.49000 ,  1.00000 ,  0.82787 , 10.89050 ,-26.75119 ,-58.06994 , 25.11806 , 29.28958 ,-58.25733 , -1.99625 , 29.18857 ,  0.00000 ,  0.00000 ,107.67003 ,-34.10901 , 84.37162 , 46.68961 , 34.00000 , 48.00000 ,  0.00000 ,  1.00000 ,
right_trial11_StartToStartPt_1_2_block4.mat , 81.00000 ,  2.00000 , 14.00000 ,  1.75663 ,  4.49041 ,  1.00000 ,  0.82675 , 10.89051 ,-26.74975 ,-58.07105 , 25.11807 , 29.28814 ,-58.25845 , -1.99624 , 29.18713 ,  0.00000 ,  0.00000 ,107.70334 ,-34.08361 , 84.43007 , 46.69001 , 34.00000 , 48.00000 ,  0.00000 ,  1.00000 ,
right_trial11_StartToStartPt_1_2_block4.mat , 81.00000 ,  2.00000 , 14.00000 ,  1.75663 ,  4.49185 ,  1.00000 ,  0.82582 , 10.88953 ,-26.74921 ,-58.07199 , 25.11709 , 29.28760 ,-58.25938 , -1.99722 , 29.18659 ,  0.00000 ,  0.00000 ,107.73682 ,-34.06023 , 84.48519 , 46.69145 , 34.00000 , 48.00000 ,  0.00000 ,  1.00000 ,
right_trial11_StartToStartPt_1_2_block4.mat , 81.00000 ,  2.00000 , 14.00000 ,  1.75663 ,  4.49606 ,  1.00000 ,  0.82412 , 10.88878 ,-26.74828 ,-58.07368 , 25.11634 , 29.28667 ,-58.26108 , -1.99798 , 29.18566 ,  0.00000 ,  0.00000 ,107.77395 ,-34.03958 , 84.53895 , 46.69566 , 34.00000 , 48.00000 ,  0.00000 ,  1.00000 ,
right_trial11_StartToStartPt_1_2_block4.mat , 81.00000 ,  2.00000 , 14.00000 ,  1.75663 ,  4.51441 ,  1.00000 ,  0.81680 , 10.88632 ,-26.74304 ,-58.08100 , 25.11388 , 29.28143 ,-58.26840 , -2.00043 , 29.18042 ,  0.00000 ,  0.00000 ,107.90038 ,-33.92980 , 84.82781 , 46.71400 , 34.00000 , 48.00000 ,  0.00000 ,  1.00000 ,
right_trial11_StartToStartPt_1_2_block4.mat , 81.00000 ,  2.00000 , 14.00000 ,  1.75663 ,  4.51675 ,  1.00000 ,  0.81406 , 10.88524 ,-26.74150 ,-58.08375 , 25.11280 , 29.27989 ,-58.27114 , -2.00151 , 29.17889 ,  0.00000 ,  0.00000 ,107.92654 ,-33.90184 , 84.90588 , 46.71634 , 34.00000 , 48.00000 ,  0.00000 ,  1.00000 ,
right_trial11_StartToStartPt_1_2_block4.mat , 81.00000 ,  2.00000 , 14.00000 ,  1.75663 ,  4.52099 ,  1.00000 ,  0.81275 , 10.88480 ,-26.73985 ,-58.08506 , 25.11236 , 29.27824 ,-58.27245 , -2.00196 , 29.17723 ,  0.00000 ,  0.00000 ,107.95430 ,-33.87054 , 84.97411 , 46.72058 , 34.00000 , 48.00000 ,  0.00000 ,  1.00000 ,
right_trial11_StartToStartPt_1_2_block4.mat , 81.00000 ,  2.00000 , 14.00000 ,  1.75663 ,  4.52514 ,  1.00000 ,  0.81139 , 10.88401 ,-26.73821 ,-58.08641 , 25.11157 , 29.27660 ,-58.27380 , -2.00275 , 29.17559 ,  0.00000 ,  0.00000 ,107.97981 ,-33.84524 , 85.02837 , 46.72473 , 34.00000 , 48.00000 ,  0.00000 ,  1.00000 ,
right_trial11_StartToStartPt_1_2_block4.mat , 81.00000 ,  2.00000 , 14.00000 ,  1.75663 ,  4.52925 ,  1.00000 ,  0.80982 , 10.88337 ,-26.73703 ,-58.08798 , 25.11093 , 29.27542 ,-58.27537 , -2.00338 , 29.17441 ,  0.00000 ,  0.00000 ,108.00704 ,-33.82621 , 85.06976 , 46.72884 , 34.00000 , 48.00000 ,  0.00000 ,  1.00000 ,
right_trial11_StartToStartPt_1_2_block4.mat , 81.00000 ,  2.00000 , 14.00000 ,  1.75663 ,  4.53352 ,  1.00000 ,  0.81007 , 10.88338 ,-26.73577 ,-58.08774 , 25.11094 , 29.27416 ,-58.27513 , -2.00337 , 29.17315 ,  0.00000 ,  0.00000 ,108.03681 ,-33.80523 , 85.10152 , 46.73311 , 34.00000 , 48.00000 ,  0.00000 ,  1.00000 ,
right_trial11_StartToStartPt_1_2_block4.mat , 81.00000 ,  2.00000 , 14.00000 ,  1.75663 ,  4.53764 ,  1.00000 ,  0.80947 , 10.88284 ,-26.73483 ,-58.08833 , 25.11040 , 29.27322 ,-58.27573 , -2.00392 , 29.17222 ,  0.00000 ,  0.00000 ,108.06286 ,-33.78771 , 85.13259 , 46.73723 , 34.00000 , 48.00000 ,  0.00000 ,  1.00000 ,
right_trial11_StartToStartPt_1_2_block4.mat , 81.00000 ,  2.00000 , 14.00000 ,  1.75663 ,  4.54175 ,  1.00000 ,  0.80912 , 10.88216 ,-26.73393 ,-58.08868 , 25.10972 , 29.27232 ,-58.27607 , -2.00459 , 29.17131 ,  0.00000 ,  0.00000 ,108.08577 ,-33.77002 , 85.16617 , 46.74134 , 34.00000 , 48.00000 ,  0.00000 ,  1.00000 ,
right_trial11_StartToStartPt_1_2_block4.mat , 81.00000 ,  2.00000 , 14.00000 ,  1.75663 ,  4.54598 ,  1.00000 ,  0.80842 , 10.88219 ,-26.73295 ,-58.08939 , 25.10975 , 29.27134 ,-58.27678 , -2.00457 , 29.17033 ,  0.00000 ,  0.00000 ,108.10450 ,-33.75287 , 85.20529 , 46.74556 , 34.00000 , 48.00000 ,  0.00000 ,  1.00000 ,
right_trial11_StartToStartPt_1_2_block4.mat , 81.00000 ,  2.00000 , 14.00000 ,  1.75663 ,  4.55043 ,  1.00000 ,  0.80984 , 10.88239 ,-26.73184 ,-58.08797 , 25.10995 , 29.27023 ,-58.27536 , -2.00437 , 29.16922 ,  0.00000 ,  0.00000 ,108.12145 ,-33.72855 , 85.24415 , 46.75004 , 34.00000 , 48.00000 ,  0.00000 ,  1.00000 ,
right_trial11_StartToStartPt_1_2_block4.mat , 81.00000 ,  2.00000 , 14.00000 ,  1.75663 ,  4.55457 ,  1.00000 ,  0.80825 , 10.88186 ,-26.73111 ,-58.08956 , 25.10942 , 29.26950 ,-58.27695 , -2.00490 , 29.16850 ,  0.00000 ,  0.00000 ,108.13070 ,-33.71356 , 85.28594 , 46.75419 , 34.00000 , 48.00000 ,  0.00000 ,  1.00000 ,
right_trial11_StartToStartPt_1_2_block4.mat , 81.00000 ,  2.00000 , 14.00000 ,  1.75663 ,  4.55876 ,  1.00000 ,  0.80870 , 10.88174 ,-26.73000 ,-58.08911 , 25.10930 , 29.26839 ,-58.27650 , -2.00501 , 29.16738 ,  0.00000 ,  0.00000 ,108.13608 ,-33.69310 , 85.33699 , 46.75838 , 34.00000 , 48.00000 ,  0.00000 ,  1.00000 ,
right_trial11_StartToStartPt_1_2_block4.mat , 81.00000 ,  2.00000 , 14.00000 ,  1.75663 ,  4.56293 ,  1.00000 ,  0.80857 , 10.88207 ,-26.72889 ,-58.08923 , 25.10963 , 29.26728 ,-58.27662 , -2.00468 , 29.16627 ,  0.00000 ,  0.00000 ,108.14079 ,-33.67400 , 85.39036 , 46.76255 , 34.00000 , 48.00000 ,  0.00000 ,  1.00000 ,
right_trial11_StartToStartPt_1_2_block4.mat , 81.00000 ,  2.00000 , 14.00000 ,  1.75663 ,  4.56709 ,  1.00000 ,  0.80877 , 10.88257 ,-26.72780 ,-58.08903 , 25.11013 , 29.26619 ,-58.27643 , -2.00419 , 29.16518 ,  0.00000 ,  0.00000 ,108.14345 ,-33.65266 , 85.45717 , 46.76670 , 34.00000 , 48.00000 ,  0.00000 ,  1.00000 ,
right_trial11_StartToStartPt_1_2_block4.mat , 81.00000 ,  2.00000 , 14.00000 ,  1.75663 ,  4.57100 ,  1.00000 ,  0.80818 , 10.88237 ,-26.72676 ,-58.08963 , 25.10993 , 29.26515 ,-58.27702 , -2.00438 , 29.16414 ,  0.00000 ,  0.00000 ,108.14096 ,-33.63437 , 85.53448 , 46.77058 , 34.00000 , 48.00000 ,  0.00000 ,  1.00000 ,
