trial , dir , samp , waittime , time , frame , xB , yB , zB , distB_t1, distB_t2 , hitB_t1 , hitB_t2 , XA , YA , ZA , XAsc , YAsc , ZAsc , distA_t1, distA_t2 , hitA_t1 , hitA_t2
  1.00000,   2.00000,   6.00000,   2.25498,   0.01614, 1450.00000,  -0.15878,   3.69484, -10.88012,  22.26454,  22.39539,   0.00000,   0.00000,   0.00578,  -0.00017,  -0.02182, 512.32052, 714.99073,  10.02182, 518.19729, 497.84002,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.03302, 1458.00000,  -0.15884,   3.69487, -10.87966,  22.26430,  22.39518,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.05966, 1464.00000,  -0.15896,   3.69498, -10.87934,  22.26404,  22.39497,   0.00000,   0.00000,   0.00865,  -0.00042,  -0.03490, 512.22771, 714.99719,  10.03490, 518.24111, 497.81722,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.07698, 1468.00000,  -0.15906,   3.69504, -10.87945,  22.26401,  22.39499,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.07855, 1469.00000,  -0.15903,   3.69503, -10.87949,  22.26405,  22.39501,   0.00000,   0.00000,   0.00934,  -0.00085,  -0.04655, 512.20546, 715.00821,  10.04655, 518.26026, 497.82075,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.08244, 1470.00000,  -0.15887,   3.69500, -10.87958,  22.26414,  22.39504,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.08657, 1471.00000,  -0.15878,   3.69503, -10.87967,  22.26418,  22.39503,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.09066, 1472.00000,  -0.15849,   3.69489, -10.87988,  22.26446,  22.39518,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.09503, 1473.00000,  -0.15840,   3.69495, -10.87995,  22.26445,  22.39513,   0.00000,   0.00000,   0.00864,  -0.00137,  -0.05616, 512.22820, 715.02167,  10.05616, 518.26325, 497.84063,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.09904, 1474.00000,  -0.15826,   3.69489, -10.88011,  22.26461,  22.39522,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.10315, 1475.00000,  -0.15825,   3.69498, -10.88017,  22.26456,  22.39517,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.10737, 1476.00000,  -0.15811,   3.69512, -10.88017,  22.26446,  22.39501,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.11160, 1477.00000,  -0.15792,   3.69500, -10.88030,  22.26467,  22.39513,   0.00000,   0.00000,   0.00599,  -0.00212,  -0.06127, 512.31396, 715.04082,  10.06127, 518.24569, 497.88557,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.11571, 1478.00000,  -0.15786,   3.69505, -10.88034,  22.26465,  22.39508,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.11989, 1479.00000,  -0.15773,   3.69508, -10.88037,  22.26466,  22.39504,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.12399, 1480.00000,  -0.15763,   3.69501, -10.88039,  22.26476,  22.39509,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.12816, 1481.00000,  -0.15758,   3.69515, -10.88034,  22.26462,  22.39493,   0.00000,   0.00000,   0.00354,  -0.00249,  -0.06335, 512.39304, 715.05042,  10.06335, 518.22216, 497.91937,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.13240, 1482.00000,  -0.15748,   3.69494, -10.88039,  22.26485,  22.39511,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.13650, 1483.00000,  -0.15742,   3.69508, -10.88028,  22.26470,  22.39493,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.14066, 1484.00000,  -0.15733,   3.69508, -10.88023,  22.26470,  22.39489,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.14492, 1485.00000,  -0.15741,   3.69513, -10.88011,  22.26458,  22.39481,   0.00000,   0.00000,   0.00210,  -0.00288,  -0.06285, 512.43954, 715.06047,  10.06285, 518.21234, 497.94342,   0.00000,   0.00000, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.14897, 1486.00000,  -0.15738,   3.69500, -10.88002,  22.26467,  22.39488,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.15316, 1487.00000,  -0.15739,   3.69498, -10.87991,  22.26464,  22.39485,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.15738, 1488.00000,  -0.15745,   3.69475, -10.87985,  22.26480,  22.39504,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   6.00000,   2.25498,   0.16153, 1489.00000,  -0.15753,   3.69477, -10.87968,  22.26469,  22.39497,   0.00000,   0.00000,   0.00255,  -0.00304,  -0.06095, 512.42521, 715.06469,  10.06095, 518.22205, 497.94297,   0.00000,   0.00000, 
