trial , timeA , yA , zA , xA , yoA , piA , roA , yA-yt1 , zA-zt1 , xA-xt1 , yA-yt2 , zA-zt2 , xA-xt2 , hitA_t1 , hitA_t2 , hitA_final , trial , timeB , yB , zB , xB , yoB , piB , roB , yB-yt1 , zB-zt1 , xB-xt1 , yB-yt2 , zB-zt2 , xB-xt2 , hitB_t1 , hitB_t2 , hitB_final,expTime,waitTime,instructedTarget,Endtrialtime,absTime
  1.00000,   4.07836,  13.15974,  24.66757,  -2.79098, -86.60657,  33.58207, -89.94022,  46.15033,  23.59404,  11.55800,  46.18819,  23.37388,  16.72811,   0.00000,   0.00000,   0.00000,   1.00000,   4.07836,  10.95323, -27.00877,   0.58736,  91.92123,  -9.55520,  85.41546,  48.79059,  24.61862,  16.03984,  49.33441,  24.79601,  12.23259,   0.00000,   0.00000,   0.00000,   4.36599,   3.25557,   2.00000,   8.76898, 
  1.00000,   0.00960,  11.23072,  25.16832,  -1.49428, -91.29065,  23.75698, -96.08124,  48.07934,  24.09479,  12.85470,  48.11720,  23.87463,  15.43141,   0.00000,   0.00000,   0.00000,   1.00000,   0.00960,  10.83370, -27.11313,   0.66508, 100.83285,  -0.82536,  96.25060,  48.91012,  24.72299,  16.11757,  49.45395,  24.90038,  12.15486,   0.00000,   0.00000,   0.00000,   7.63885,   3.25557,   2.00000,   8.76898, 
  1.00000,   0.00960,  11.23109,  25.16743,  -1.48820, -91.33129,  23.69055, -95.96426,  48.07897,  24.09389,  12.86077,  48.11684,  23.87374,  15.42534,   0.00000,   0.00000,   0.00000,   1.00000,   0.00960,  10.83332, -27.11316,   0.66618, 100.80978,  -0.83813,  96.19167,  48.91050,  24.72301,  16.11867,  49.45433,  24.90040,  12.15376,   0.00000,   0.00000,   0.00000,   7.63885,   3.25557,   2.00000,   8.76898, 
  1.00000,   0.01198,  11.23123,  25.16652,  -1.48287, -91.37207,  23.61621, -95.84095,  48.07883,  24.09298,  12.86611,  48.11669,  23.87283,  15.42000,   0.00000,   0.00000,   0.00000,   1.00000,   0.01198,  10.83320, -27.11319,   0.66823, 100.78906,  -0.84814,  96.12859,  48.91062,  24.72305,  16.12071,  49.45444,  24.90044,  12.15172,   0.00000,   0.00000,   0.00000,   7.64123,   3.25557,   2.00000,   8.76898, 
  1.00000,   0.01612,  11.23199,  25.16524,  -1.47777, -91.41756,  23.53858, -95.70930,  48.07807,  24.09171,  12.87120,  48.11593,  23.87155,  15.41491,   0.00000,   0.00000,   0.00000,   1.00000,   0.01612,  10.83228, -27.11333,   0.66875, 100.76389,  -0.86940,  96.06611,  48.91154,  24.72318,  16.12124,  49.45536,  24.90057,  12.15119,   0.00000,   0.00000,   0.00000,   7.64536,   3.25557,   2.00000,   8.76898, 
  1.00000,   0.02025,  11.23235,  25.16429,  -1.47288, -91.45975,  23.46259, -95.55934,  48.07771,  24.09076,  12.87609,  48.11557,  23.87060,  15.41001,   0.00000,   0.00000,   0.00000,   1.00000,   0.02025,  10.83192, -27.11333,   0.67155, 100.73781,  -0.87839,  95.99672,  48.91190,  24.72318,  16.12403,  49.45573,  24.90057,  12.14840,   0.00000,   0.00000,   0.00000,   7.64947,   3.25557,   2.00000,   8.76898, 
  1.00000,   0.02429,  11.23290,  25.16307,  -1.46751, -91.49995,  23.37943, -95.39922,  48.07716,  24.08953,  12.88146,  48.11502,  23.86938,  15.40465,   0.00000,   0.00000,   0.00000,   1.00000,   0.02429,  10.83160, -27.11329,   0.67380, 100.70995,  -0.89780,  95.91974,  48.91222,  24.72314,  16.12628,  49.45604,  24.90053,  12.14615,   0.00000,   0.00000,   0.00000,   7.65351,   3.25557,   2.00000,   8.76898, 
  1.00000,   0.02842,  11.23354,  25.16171,  -1.46323, -91.54003,  23.29770, -95.22573,  48.07653,  24.08818,  12.88574,  48.11439,  23.86802,  15.40036,   0.00000,   0.00000,   0.00000,   1.00000,   0.02842,  10.83136, -27.11338,   0.67515, 100.67567,  -0.92708,  95.82839,  48.91246,  24.72324,  16.12763,  49.45629,  24.90063,  12.14480,   0.00000,   0.00000,   0.00000,   7.65764,   3.25557,   2.00000,   8.76898, 
  1.00000,   0.03257,  11.23418,  25.16052,  -1.45840, -91.57124,  23.21815, -95.05756,  48.07588,  24.08699,  12.89057,  48.11374,  23.86683,  15.39554,   0.00000,   0.00000,   0.00000,   1.00000,   0.03257,  10.83110, -27.11361,   0.67783, 100.63825,  -0.95435,  95.72744,  48.91272,  24.72346,  16.13032,  49.45655,  24.90085,  12.14212,   0.00000,   0.00000,   0.00000,   7.66179,   3.25557,   2.00000,   8.76898, 
  1.00000,   0.03682,  11.23474,  25.15946,  -1.45361, -91.60619,  23.15947, -94.96075,  48.07532,  24.08593,  12.89536,  48.11318,  23.86577,  15.39075,   0.00000,   0.00000,   0.00000,   1.00000,   0.03682,  10.83128, -27.11363,   0.68054, 100.60002,  -0.98931,  95.62141,  48.91254,  24.72348,  16.13302,  49.45636,  24.90087,  12.13941,   0.00000,   0.00000,   0.00000,   7.66604,   3.25557,   2.00000,   8.76898, 
