vidName, trial , direction , samp , waittime , trialTime , frameShow , xB , yB , zB , XdistB_t1, YdistB_t1, ZdistB_t1, XdistB_t2 , YdistB_t2, ZdistB_t2, hitB_t1 , hitB_t2, yaw, pitch, roll, expTime, launchind_a, hitind_a, aHit, accuracy
left_trial13_StartToStartPt_11_12_block6.mat ,161.00000 ,  1.00000 , 38.00000 ,  1.87005 ,  4.38214 ,  1.00000 ,  1.37921 , 10.80855 ,-26.59593 ,-59.04334 , 24.66644 , 28.90790 ,-59.46499 , -2.68882 , 28.68353 ,  0.00000 ,  0.00000 ,107.57652 ,-55.93564 , 88.58715 , 25.43550 , 28.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_11_12_block6.mat ,161.00000 ,  1.00000 , 38.00000 ,  1.87005 ,  4.38276 ,  1.00000 ,  1.38021 , 10.80786 ,-26.59653 ,-59.04234 , 24.66575 , 28.90850 ,-59.46399 , -2.68951 , 28.68412 ,  0.00000 ,  0.00000 ,107.56883 ,-55.89715 , 88.62468 , 25.43606 , 28.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_11_12_block6.mat ,161.00000 ,  1.00000 , 38.00000 ,  1.87005 ,  4.38667 ,  1.00000 ,  1.38017 , 10.80797 ,-26.59665 ,-59.04238 , 24.66586 , 28.90863 ,-59.46403 , -2.68940 , 28.68425 ,  0.00000 ,  0.00000 ,107.57485 ,-55.88581 , 88.63107 , 25.43997 , 28.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_11_12_block6.mat ,161.00000 ,  1.00000 , 38.00000 ,  1.87005 ,  4.40546 ,  2.00000 ,  1.38129 , 10.80765 ,-26.59792 ,-59.04126 , 24.66554 , 28.90989 ,-59.46290 , -2.68972 , 28.68551 ,  0.00000 ,  0.00000 ,107.63988 ,-55.86194 , 88.56808 , 25.45875 , 28.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_11_12_block6.mat ,161.00000 ,  1.00000 , 38.00000 ,  1.87005 ,  4.40734 ,  2.00000 ,  1.38135 , 10.80807 ,-26.59776 ,-59.04120 , 24.66596 , 28.90974 ,-59.46284 , -2.68930 , 28.68536 ,  0.00000 ,  0.00000 ,107.65559 ,-55.85159 , 88.57182 , 25.46062 , 28.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_11_12_block6.mat ,161.00000 ,  1.00000 , 38.00000 ,  1.87005 ,  4.41142 ,  2.00000 ,  1.38182 , 10.80807 ,-26.59741 ,-59.04073 , 24.66596 , 28.90938 ,-59.46238 , -2.68930 , 28.68500 ,  0.00000 ,  0.00000 ,107.66674 ,-55.83728 , 88.58843 , 25.46471 , 28.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_11_12_block6.mat ,161.00000 ,  1.00000 , 38.00000 ,  1.87005 ,  4.41555 ,  2.00000 ,  1.38184 , 10.80788 ,-26.59743 ,-59.04071 , 24.66577 , 28.90940 ,-59.46236 , -2.68949 , 28.68502 ,  0.00000 ,  0.00000 ,107.68481 ,-55.83327 , 88.58739 , 25.46884 , 28.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_11_12_block6.mat ,161.00000 ,  1.00000 , 38.00000 ,  1.87005 ,  4.41981 ,  2.00000 ,  1.38151 , 10.80757 ,-26.59708 ,-59.04104 , 24.66546 , 28.90905 ,-59.46268 , -2.68980 , 28.68467 ,  0.00000 ,  0.00000 ,107.69884 ,-55.82746 , 88.59373 , 25.47310 , 28.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_11_12_block6.mat ,161.00000 ,  1.00000 , 38.00000 ,  1.87005 ,  4.42395 ,  3.00000 ,  1.38108 , 10.80782 ,-26.59681 ,-59.04147 , 24.66571 , 28.90878 ,-59.46312 , -2.68955 , 28.68441 ,  0.00000 ,  0.00000 ,107.72301 ,-55.82721 , 88.59062 , 25.47724 , 28.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_11_12_block6.mat ,161.00000 ,  1.00000 , 38.00000 ,  1.87005 ,  4.42804 ,  3.00000 ,  1.38133 , 10.80651 ,-26.59665 ,-59.04122 , 24.66440 , 28.90862 ,-59.46286 , -2.69086 , 28.68424 ,  0.00000 ,  0.00000 ,107.73807 ,-55.82289 , 88.59094 , 25.48132 , 28.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_11_12_block6.mat ,161.00000 ,  1.00000 , 38.00000 ,  1.87005 ,  4.43229 ,  3.00000 ,  1.38177 , 10.80667 ,-26.59594 ,-59.04078 , 24.66456 , 28.90791 ,-59.46243 , -2.69070 , 28.68353 ,  0.00000 ,  0.00000 ,107.75495 ,-55.81107 , 88.60488 , 25.48558 , 28.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_11_12_block6.mat ,161.00000 ,  1.00000 , 38.00000 ,  1.87005 ,  4.43645 ,  3.00000 ,  1.38068 , 10.80628 ,-26.59540 ,-59.04187 , 24.66417 , 28.90737 ,-59.46352 , -2.69109 , 28.68299 ,  0.00000 ,  0.00000 ,107.76231 ,-55.80212 , 88.63242 , 25.48973 , 28.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
left_trial13_StartToStartPt_11_12_block6.mat ,161.00000 ,  1.00000 , 38.00000 ,  1.87005 ,  4.44058 ,  4.00000 ,  1.38065 , 10.80600 ,-26.59481 ,-59.04190 , 24.66389 , 28.90678 ,-59.46355 , -2.69137 , 28.68240 ,  0.00000 ,  0.00000 ,107.77406 ,-55.79048 , 88.65439 , 25.49386 , 28.00000 , 40.00000 ,  0.00000 ,  1.00000 ,
