trial , timeA , yA , zA , xA , yoA , piA , roA , yA-yt1 , zA-zt1 , xA-xt1 , yA-yt2 , zA-zt2 , xA-xt2 , hitA_t1 , hitA_t2 , hitA_final , trial , timeB , yB , zB , xB , yoB , piB , roB , yB-yt1 , zB-zt1 , xB-xt1 , yB-yt2 , zB-zt2 , xB-xt2 , hitB_t1 , hitB_t2 , hitB_final,expTime,waitTime,instructedTarget,Endtrialtime,absTime
1,15.5823,13.8423,24.87835,-1.03729,-98.7869,27.5687,-94.23116,45.70453,25.36968,13.27058,46.79072,25.19193,14.35406,0,0,0,1,15.5823,10.28104,-27.3349,0.36905,87.88195,-17.35786,79.80373,49.83476,23.61892,14.2286,50.08871,23.79251,13.39177,0,0,0,15.90965,1.63145,1,18.60476, 
1,0.02037,11.65475,24.4687,-1.93429,-87.71467,27.19075,-94.25726,47.89208,24.96003,12.37358,48.97826,24.78228,15.25106,0,0,0,1,0.02037,10.22005,-27.32049,0.20966,81.4767,-20.40364,87.7439,49.89576,23.60452,14.0692,50.1497,23.7781,13.55117,0,0,0,17.56808,1.63145,1,18.60476, 
1,0.02037,11.65446,24.46978,-1.93215,-87.68308,27.18942,-94.20702,47.89237,24.96111,12.37572,48.97855,24.78336,15.24892,0,0,0,1,0.02037,10.21884,-27.31864,0.20722,81.57546,-20.4227,87.82266,49.89696,23.60267,14.06677,50.1509,23.77625,13.5536,0,0,0,17.56808,1.63145,1,18.60476, 
1,0.02037,11.65454,24.47064,-1.9327,-87.65533,27.18384,-94.17808,47.89229,24.96197,12.37517,48.97847,24.78422,15.24947,0,0,0,1,0.02037,10.21841,-27.31667,0.20562,81.66242,-20.43236,87.90658,49.89739,23.6007,14.06516,50.15133,23.77428,13.55521,0,0,0,17.56808,1.63145,1,18.60476, 
1,0.02037,11.6548,24.47188,-1.93172,-87.6266,27.18475,-94.16025,47.89203,24.96322,12.37615,48.97821,24.78546,15.24849,0,0,0,1,0.02037,10.21711,-27.31505,0.20449,81.72678,-20.43774,87.99451,49.89869,23.59907,14.06403,50.15263,23.77266,13.55634,0,0,0,17.56808,1.63145,1,18.60476, 
1,0.02037,11.65534,24.47305,-1.93148,-87.5984,27.18432,-94.14846,47.8915,24.96438,12.37639,48.97768,24.78663,15.24825,0,0,0,1,0.02037,10.21728,-27.3134,0.20204,81.77306,-20.44392,88.08891,49.89853,23.59743,14.06159,50.15247,23.77101,13.55878,0,0,0,17.56808,1.63145,1,18.60476, 
1,0.02446,11.65574,24.47415,-1.93138,-87.56969,27.18319,-94.13301,47.89109,24.96548,12.37649,48.97727,24.78773,15.24815,0,0,0,1,0.02446,10.21622,-27.31222,0.19949,81.79291,-20.44542,88.19485,49.89958,23.59624,14.05903,50.15353,23.76983,13.56134,0,0,0,17.57216,1.63145,1,18.60476, 
1,0.02864,11.65626,24.47527,-1.93063,-87.53899,27.18096,-94.10698,47.89057,24.9666,12.37724,48.97675,24.78884,15.2474,0,0,0,1,0.02864,10.21509,-27.31141,0.19807,81.79123,-20.43726,88.31568,49.90072,23.59543,14.05761,50.15466,23.76902,13.56276,0,0,0,17.57635,1.63145,1,18.60476, 
1,0.03288,11.65685,24.47626,-1.93053,-87.50944,27.17572,-94.07559,47.88999,24.96759,12.37734,48.97617,24.78984,15.2473,0,0,0,1,0.03288,10.21437,-27.31058,0.19537,81.7772,-20.43344,88.44744,49.90143,23.5946,14.05491,50.15537,23.76819,13.56546,0,0,0,17.58059,1.63145,1,18.60476, 
1,0.037,11.65709,24.47762,-1.93033,-87.47869,27.17039,-94.03886,47.88974,24.96896,12.37754,48.97592,24.7912,15.2471,0,0,0,1,0.037,10.21468,-27.30982,0.19289,81.75362,-20.43474,88.58357,49.90112,23.59384,14.05244,50.15506,23.76743,13.56793,0,0,0,17.5847,1.63145,1,18.60476, 
