trial , timeA , yA , zA , xA , yoA , piA , roA , yA-yt1 , zA-zt1 , xA-xt1 , yA-yt2 , zA-zt2 , xA-xt2 , hitA_t1 , hitA_t2 , hitA_final , trial , timeB , yB , zB , xB , yoB , piB , roB , yB-yt1 , zB-zt1 , xB-xt1 , yB-yt2 , zB-zt2 , xB-xt2 , hitB_t1 , hitB_t2 , hitB_final,expTime,waitTime,instructedTarget,Endtrialtime,absTime
  1.00000,   0.73636,  12.58278,  26.22966,  -1.82935, -99.68332,  32.51764, -87.30827,  48.00390,  25.46479,  12.51679,  48.03903,  25.27949,  15.69767,   0.00000,   0.00000,   0.00000,   1.00000,   0.73636,  10.69363, -27.37146,   0.57966,  97.13529, -28.24826,  93.55909,  48.71307,  24.88166,  15.25676,  49.01755,  25.16380,  12.32927,   0.00000,   0.00000,   0.00000,   1.02806,   2.63922,   1.00000,   4.87169, 
  1.00000,   0.00176,  11.13033,  25.37903,  -1.50445, -90.02367,  27.24468, -102.43211,  49.45636,  24.61416,  12.84170,  49.49149,  24.42887,  15.37276,   0.00000,   0.00000,   0.00000,   1.00000,   0.00176,  10.67689, -27.20645,   0.68994, 105.45286, -25.76492,  85.70596,  48.72981,  24.71666,  15.36704,  49.03430,  24.99879,  12.21899,   0.00000,   0.00000,   0.00000,   3.67862,   2.63922,   1.00000,   4.87169, 
  1.00000,   0.00570,  11.13094,  25.37841,  -1.50425, -90.01551,  27.24440, -102.40928,  49.45574,  24.61354,  12.84190,  49.49087,  24.42824,  15.37256,   0.00000,   0.00000,   0.00000,   1.00000,   0.00570,  10.67690, -27.20612,   0.68925, 105.46908, -25.76195,  85.70759,  48.72980,  24.71632,  15.36634,  49.03429,  24.99845,  12.21968,   0.00000,   0.00000,   0.00000,   3.68256,   2.63922,   1.00000,   4.87169, 
  1.00000,   0.00969,  11.13113,  25.37762,  -1.50415, -90.00752,  27.24266, -102.38139,  49.45556,  24.61276,  12.84199,  49.49069,  24.42746,  15.37247,   0.00000,   0.00000,   0.00000,   1.00000,   0.00969,  10.67684, -27.20576,   0.68892, 105.48622, -25.75246,  85.72772,  48.72986,  24.71596,  15.36602,  49.03434,  24.99809,  12.22001,   0.00000,   0.00000,   0.00000,   3.68655,   2.63922,   1.00000,   4.87169, 
  1.00000,   0.01369,  11.13154,  25.37654,  -1.50322, -90.00230,  27.24239, -102.34884,  49.45514,  24.61167,  12.84293,  49.49027,  24.42638,  15.37154,   0.00000,   0.00000,   0.00000,   1.00000,   0.01369,  10.67706, -27.20526,   0.68920, 105.50524, -25.74042,  85.75452,  48.72964,  24.71546,  15.36630,  49.03412,  24.99759,  12.21973,   0.00000,   0.00000,   0.00000,   3.69053,   2.63922,   1.00000,   4.87169, 
  1.00000,   0.01796,  11.13168,  25.37546,  -1.50239, -89.99858,  27.24336, -102.31717,  49.45501,  24.61059,  12.84376,  49.49014,  24.42530,  15.37071,   0.00000,   0.00000,   0.00000,   1.00000,   0.01796,  10.67749, -27.20463,   0.68891, 105.52706, -25.73129,  85.78615,  48.72921,  24.71484,  15.36600,  49.03369,  24.99697,  12.22002,   0.00000,   0.00000,   0.00000,   3.69480,   2.63922,   1.00000,   4.87169, 
  1.00000,   0.02206,  11.13168,  25.37437,  -1.50155, -89.99659,  27.24412, -102.29086,  49.45500,  24.60950,  12.84459,  49.49013,  24.42421,  15.36987,   0.00000,   0.00000,   0.00000,   1.00000,   0.02206,  10.67698, -27.20434,   0.68742, 105.54231, -25.72482,  85.81328,  48.72971,  24.71454,  15.36452,  49.03420,  24.99668,  12.22151,   0.00000,   0.00000,   0.00000,   3.69889,   2.63922,   1.00000,   4.87169, 
  1.00000,   0.02619,  11.13214,  25.37280,  -1.50203, -90.00026,  27.24150, -102.27560,  49.45455,  24.60793,  12.84411,  49.48968,  24.42263,  15.37035,   0.00000,   0.00000,   0.00000,   1.00000,   0.02619,  10.67613, -27.20433,   0.68767, 105.55499, -25.71314,  85.82762,  48.73057,  24.71453,  15.36476,  49.03505,  24.99667,  12.22126,   0.00000,   0.00000,   0.00000,   3.70303,   2.63922,   1.00000,   4.87169, 
  1.00000,   0.03046,  11.13242,  25.37154,  -1.50044, -90.00323,  27.24598, -102.26214,  49.45427,  24.60667,  12.84571,  49.48940,  24.42137,  15.36876,   0.00000,   0.00000,   0.00000,   1.00000,   0.03046,  10.67609, -27.20404,   0.68724, 105.57095, -25.70645,  85.83018,  48.73061,  24.71424,  15.36434,  49.03509,  24.99638,  12.22169,   0.00000,   0.00000,   0.00000,   3.70730,   2.63922,   1.00000,   4.87169, 
  1.00000,   0.03460,  11.13202,  25.37020,  -1.50061, -90.00756,  27.24571, -102.25745,  49.45466,  24.60533,  12.84553,  49.48979,  24.42003,  15.36893,   0.00000,   0.00000,   0.00000,   1.00000,   0.03460,  10.67571, -27.20405,   0.68648, 105.58369, -25.70570,  85.82926,  48.73099,  24.71425,  15.36358,  49.03548,  24.99638,  12.22245,   0.00000,   0.00000,   0.00000,   3.71143,   2.63922,   1.00000,   4.87169, 
