vidName, trial , direction , samp , waittime , trialTime , frameShow , xB , yB , zB , XdistB_t1, YdistB_t1, ZdistB_t1, XdistB_t2 , YdistB_t2, ZdistB_t2, hitB_t1 , hitB_t2, yaw, pitch, roll, expTime, launchind_a, hitind_a, aHit, accuracy
right_trial15_StartToStartPt_1_2_block3.mat ,  1.00000 ,  2.00000 , 60.00000 ,  1.53437 ,  3.96690 ,  1.00000 ,  0.32797 , 10.85854 ,-27.02015 ,-58.56983 , 25.08610 , 29.55854 ,-58.75722 , -2.02822 , 29.45753 ,  0.00000 ,  0.00000 , 95.15369 ,-22.80976 , 85.03740 , 24.82157 , 34.00000 , 47.00000 ,  0.00000 ,  1.00000 ,
right_trial15_StartToStartPt_1_2_block3.mat ,  1.00000 ,  2.00000 , 60.00000 ,  1.53437 ,  3.96761 ,  1.00000 ,  0.32823 , 10.85920 ,-27.02080 ,-58.56957 , 25.08676 , 29.55919 ,-58.75697 , -2.02756 , 29.45818 ,  0.00000 ,  0.00000 , 95.14514 ,-22.82039 , 84.99696 , 24.82227 , 34.00000 , 47.00000 ,  0.00000 ,  1.00000 ,
right_trial15_StartToStartPt_1_2_block3.mat ,  1.00000 ,  2.00000 , 60.00000 ,  1.53437 ,  3.96847 ,  1.00000 ,  0.32851 , 10.85963 ,-27.02094 ,-58.56930 , 25.08719 , 29.55933 ,-58.75669 , -2.02712 , 29.45832 ,  0.00000 ,  0.00000 , 95.14200 ,-22.82243 , 84.97910 , 24.82311 , 34.00000 , 47.00000 ,  0.00000 ,  1.00000 ,
right_trial15_StartToStartPt_1_2_block3.mat ,  1.00000 ,  2.00000 , 60.00000 ,  1.53437 ,  3.97391 ,  2.00000 ,  0.32893 , 10.85934 ,-27.02139 ,-58.56887 , 25.08690 , 29.55978 ,-58.75627 , -2.02741 , 29.45877 ,  0.00000 ,  0.00000 , 95.13767 ,-22.82666 , 84.95486 , 24.82854 , 34.00000 , 47.00000 ,  0.00000 ,  1.00000 ,
right_trial15_StartToStartPt_1_2_block3.mat ,  1.00000 ,  2.00000 , 60.00000 ,  1.53437 ,  3.97672 ,  2.00000 ,  0.32972 , 10.86000 ,-27.02149 ,-58.56808 , 25.08756 , 29.55988 ,-58.75548 , -2.02675 , 29.45888 ,  0.00000 ,  0.00000 , 95.13625 ,-22.82906 , 84.93070 , 24.83136 , 34.00000 , 47.00000 ,  0.00000 ,  1.00000 ,
right_trial15_StartToStartPt_1_2_block3.mat ,  1.00000 ,  2.00000 , 60.00000 ,  1.53437 ,  3.98096 ,  2.00000 ,  0.32961 , 10.85981 ,-27.02196 ,-58.56819 , 25.08737 , 29.56035 ,-58.75558 , -2.02694 , 29.45934 ,  0.00000 ,  0.00000 , 95.13232 ,-22.83411 , 84.90472 , 24.83559 , 34.00000 , 47.00000 ,  0.00000 ,  1.00000 ,
right_trial15_StartToStartPt_1_2_block3.mat ,  1.00000 ,  2.00000 , 60.00000 ,  1.53437 ,  3.98506 ,  2.00000 ,  0.32996 , 10.85936 ,-27.02227 ,-58.56785 , 25.08692 , 29.56066 ,-58.75524 , -2.02739 , 29.45965 ,  0.00000 ,  0.00000 , 95.12841 ,-22.83601 , 84.88609 , 24.83969 , 34.00000 , 47.00000 ,  0.00000 ,  1.00000 ,
right_trial15_StartToStartPt_1_2_block3.mat ,  1.00000 ,  2.00000 , 60.00000 ,  1.53437 ,  3.98920 ,  2.00000 ,  0.33034 , 10.85985 ,-27.02245 ,-58.56746 , 25.08741 , 29.56084 ,-58.75486 , -2.02690 , 29.45983 ,  0.00000 ,  0.00000 , 95.12680 ,-22.83731 , 84.87118 , 24.84384 , 34.00000 , 47.00000 ,  0.00000 ,  1.00000 ,
right_trial15_StartToStartPt_1_2_block3.mat ,  1.00000 ,  2.00000 , 60.00000 ,  1.53437 ,  3.99347 ,  3.00000 ,  0.33010 , 10.85986 ,-27.02264 ,-58.56770 , 25.08742 , 29.56103 ,-58.75510 , -2.02690 , 29.46002 ,  0.00000 ,  0.00000 , 95.12576 ,-22.83727 , 84.86033 , 24.84810 , 34.00000 , 47.00000 ,  0.00000 ,  1.00000 ,
right_trial15_StartToStartPt_1_2_block3.mat ,  1.00000 ,  2.00000 , 60.00000 ,  1.53437 ,  3.99758 ,  3.00000 ,  0.33038 , 10.86026 ,-27.02266 ,-58.56742 , 25.08782 , 29.56105 ,-58.75482 , -2.02649 , 29.46004 ,  0.00000 ,  0.00000 , 95.12707 ,-22.83767 , 84.85220 , 24.85221 , 34.00000 , 47.00000 ,  0.00000 ,  1.00000 ,
